Date,Year,Month,Day,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR,Season,is_RR_missing
2014-06-05,2014,June,5,24.2,33.8,28.8,72.0,32.9,2.2,3.0,180.0,0.0,S,Dry,0
2014-06-06,2014,June,6,24.6,33.8,28.6,78.0,0.0,4.3,3.0,180.0,0.0,S,Dry,0
2014-06-07,2014,June,7,24.0,34.8,28.6,79.0,0.0,7.2,5.0,200.0,0.0,SE,Dry,0
2014-06-08,2014,June,8,24.0,34.6,28.5,77.0,0.0,5.2,5.0,200.0,1.0,SW,Dry,0
2014-06-09,2014,June,9,24.6,35.2,29.3,74.0,1.0,6.9,2.0,180.0,0.0,S,Dry,0
2014-06-10,2014,June,10,24.6,35.0,29.5,72.0,0.0,6.9,2.0,270.0,0.0,W,Dry,0
2014-06-11,2014,June,11,25.0,34.2,28.0,77.0,0.0,6.3,4.0,270.0,1.0,SW,Dry,0
2014-06-12,2014,June,12,23.4,30.0,26.3,80.0,20.3,0.0,9.0,230.0,2.0,SW,Dry,0
2014-06-13,2014,June,13,26.2,33.0,31.0,55.0,6.1,0.0,6.0,180.0,2.0,SW,Dry,0
2014-06-14,2014,June,14,24.0,31.0,27.1,77.0,7.5,0.0,4.0,180.0,1.0,S,Dry,0
2014-06-15,2014,June,15,25.6,32.6,28.0,79.0,1.7,3.3,4.0,180.0,1.0,S,Dry,0
2014-06-16,2014,June,16,24.8,32.4,28.2,74.0,4.0,4.0,5.0,180.0,1.0,S,Dry,0
2014-06-17,2014,June,17,25.8,33.6,29.5,68.0,0.0,6.9,4.0,180.0,0.0,S,Dry,0
2014-06-18,2014,June,18,26.6,33.6,29.8,61.0,0.0,8.0,4.0,180.0,1.0,S,Dry,0
2014-06-19,2014,June,19,27.2,34.6,29.9,65.0,0.0,5.6,4.0,180.0,1.0,S,Dry,0
2014-06-20,2014,June,20,24.4,34.2,28.6,74.0,0.0,3.9,4.0,180.0,1.0,S,Dry,0
2014-06-21,2014,June,21,24.8,34.2,28.7,72.0,0.0,7.6,4.0,180.0,1.0,S,Dry,0
2014-06-22,2014,June,22,26.4,34.2,30.1,61.0,0.0,6.4,8.0,200.0,3.0,SW,Dry,0
2014-06-23,2014,June,23,27.4,34.2,30.0,62.0,0.0,6.7,8.0,200.0,2.0,SW,Dry,0
2014-06-24,2014,June,24,23.6,33.8,29.5,64.0,0.0,7.0,3.0,180.0,1.0,S,Dry,0
2014-06-25,2014,June,25,26.0,34.4,29.7,61.0,0.0,7.8,5.0,180.0,1.0,S,Dry,0
2014-06-26,2014,June,26,23.0,33.2,27.5,72.0,0.0,1.5,7.0,180.0,2.0,S,Dry,0
2014-06-27,2014,June,27,22.8,34.0,27.5,70.0,0.0,5.8,6.0,180.0,1.0,S,Dry,0
2014-06-28,2014,June,28,22.3,34.8,27.6,72.0,0.0,6.5,5.0,220.0,1.0,SW,Dry,0
2014-06-29,2014,June,29,24.2,34.4,28.3,70.0,0.0,3.7,5.0,270.0,0.0,W,Dry,0
2014-06-30,2014,June,30,23.8,34.8,28.6,70.0,0.0,7.5,4.0,200.0,0.0,SW,Dry,0
2014-07-01,2014,July,1,23.2,34.2,27.0,79.0,0.0,5.2,5.0,320.0,1.0,NW,Dry,0
2014-07-02,2014,July,2,22.6,34.8,27.2,79.0,0.0,5.1,5.0,340.0,1.0,NNW,Dry,0
2014-07-03,2014,July,3,22.6,34.8,27.6,73.0,0.0,7.6,6.0,200.0,2.0,SSW,Dry,0
2014-07-04,2014,July,4,27.0,33.2,28.6,65.0,0.0,3.6,11.0,180.0,3.0,S,Dry,0
2014-07-05,2014,July,5,24.2,32.0,29.2,56.0,4.0,0.0,8.0,200.0,2.0,SW,Dry,0
2014-07-06,2014,July,6,25.6,30.0,27.8,73.0,0.0,0.0,2.0,200.0,0.0,SW,Dry,0
2014-07-07,2014,July,7,23.6,32.4,27.3,75.0,2.5,0.9,5.0,220.0,2.0,SW,Dry,0
2014-07-08,2014,July,8,23.6,33.4,29.3,63.0,7.6,3.1,5.0,200.0,2.0,SW,Dry,0
2014-07-09,2014,July,9,26.4,31.2,28.6,68.0,0.0,0.1,7.0,220.0,1.0,SW,Dry,0
2014-07-10,2014,July,10,24.4,32.8,27.2,79.0,1.0,2.7,2.0,100.0,0.0,E,Dry,0
2014-07-11,2014,July,11,24.0,32.4,28.4,66.0,1.0,1.4,10.0,270.0,3.0,SW,Dry,0
2014-07-12,2014,July,12,26.0,34.2,29.3,64.0,0.0,5.5,9.0,270.0,3.0,SW,Dry,1
2014-07-13,2014,July,13,25.8,34.0,29.0,68.0,0.0,6.1,8.0,180.0,2.0,SW,Dry,0
2014-07-14,2014,July,14,25.8,34.2,28.9,71.0,0.0,2.5,5.0,220.0,1.0,SW,Dry,0
2014-07-15,2014,July,15,25.8,33.8,28.7,71.0,0.0,0.8,3.0,200.0,0.0,SSW,Dry,0
2014-07-16,2014,July,16,24.6,34.2,28.5,71.0,1.2,5.4,5.0,240.0,1.0,SW,Dry,0
2014-07-17,2014,July,17,23.0,34.6,28.4,65.0,0.0,7.0,6.0,180.0,1.0,S,Dry,0
2014-07-18,2014,July,18,23.8,32.8,27.6,65.0,0.0,0.9,10.0,180.0,3.0,S,Dry,0
2014-07-19,2014,July,19,25.6,34.0,30.6,56.0,0.0,2.9,8.0,180.0,2.0,S,Dry,0
2014-07-20,2014,July,20,24.4,35.0,29.3,62.0,0.0,2.0,4.0,180.0,1.0,S,Dry,0
2014-07-21,2014,July,21,24.6,35.0,28.9,68.0,0.0,8.0,5.0,200.0,2.0,SSW,Dry,0
2014-07-22,2014,July,22,25.6,36.0,31.4,53.0,0.0,6.1,5.0,270.0,2.0,W,Dry,0
2014-07-23,2014,July,23,23.4,36.2,28.5,67.0,0.0,6.2,7.0,260.0,1.0,SW,Dry,0
2014-07-24,2014,July,24,24.0,34.0,28.2,69.0,0.0,4.2,9.0,180.0,2.0,S,Dry,0
2014-07-25,2014,July,25,24.0,32.6,27.3,80.0,4.5,0.5,4.0,180.0,0.0,S,Dry,0
2014-07-26,2014,July,26,24.8,33.6,29.6,64.0,0.0,2.9,6.0,180.0,2.0,SW,Dry,0
2014-07-27,2014,July,27,23.6,33.6,28.6,68.0,8.5,5.4,8.0,180.0,2.0,S,Dry,0
2014-07-28,2014,July,28,24.0,35.0,28.5,69.0,0.0,6.8,5.0,200.0,2.0,SW,Dry,0
2014-07-29,2014,July,29,23.2,34.4,28.1,68.0,0.0,3.5,4.0,180.0,1.0,S,Dry,0
2014-07-30,2014,July,30,21.8,34.8,27.1,70.0,0.0,7.4,4.0,180.0,1.0,S,Dry,0
2014-07-31,2014,July,31,24.6,35.6,30.1,55.0,0.0,8.0,4.0,230.0,1.0,SW,Dry,0
2014-08-01,2014,August,1,23.2,35.0,28.0,66.0,0.0,5.9,8.0,200.0,2.0,SW,Dry,0
2014-08-02,2014,August,2,21.4,34.6,27.3,69.0,0.0,7.4,9.0,180.0,2.0,SW,Dry,0
2014-08-03,2014,August,3,24.4,34.8,28.7,65.0,0.0,7.0,6.0,160.0,2.0,SSE,Dry,0
2014-08-04,2014,August,4,24.8,33.4,28.7,64.0,0.0,4.9,8.0,180.0,2.0,S,Dry,0
2014-08-05,2014,August,5,26.2,33.0,29.8,59.0,0.0,3.4,10.0,180.0,4.0,S,Dry,0
2014-08-06,2014,August,6,23.2,30.0,25.7,83.0,6.0,0.0,5.0,200.0,1.0,SSW,Dry,0
2014-08-07,2014,August,7,23.4,31.2,26.6,77.0,4.3,0.0,7.0,180.0,0.0,S,Dry,0
2014-08-08,2014,August,8,21.8,35.2,27.0,75.0,0.8,3.5,4.0,350.0,0.0,N,Dry,0
2014-08-09,2014,August,9,24.0,33.4,27.7,77.0,0.0,6.8,6.0,360.0,2.0,N,Dry,0
2014-08-10,2014,August,10,23.2,33.8,27.3,78.0,0.0,3.4,6.0,350.0,1.0,N,Dry,0
2014-08-11,2014,August,11,24.4,32.8,27.5,82.0,1.5,2.6,8.0,220.0,1.0,SW,Dry,0
2014-08-12,2014,August,12,23.6,33.8,27.3,78.0,1.4,6.2,7.0,270.0,2.0,W,Dry,0
2014-08-13,2014,August,13,23.2,35.0,28.3,72.0,0.0,5.7,4.0,350.0,0.0,N,Dry,0
2014-08-14,2014,August,14,24.2,34.4,27.7,73.0,0.0,5.7,5.0,340.0,0.0,NNW,Dry,0
2014-08-15,2014,August,15,24.0,31.6,26.2,84.0,7.0,0.4,6.0,360.0,0.0,N,Dry,1
2014-08-16,2014,August,16,23.2,33.0,26.3,85.0,4.5,5.5,8.0,330.0,2.0,NNW,Dry,0
2014-08-17,2014,August,17,23.0,34.0,27.1,79.0,21.6,7.1,5.0,200.0,1.0,SW,Dry,0
2014-08-18,2014,August,18,24.6,33.8,27.9,76.0,0.0,6.7,3.0,360.0,0.0,N,Dry,1
2014-08-19,2014,August,19,24.2,32.6,27.8,73.0,0.0,0.7,0.0,0.0,0.0,N,Dry,0
2014-08-20,2014,August,20,23.4,33.2,27.2,77.0,0.0,0.2,3.0,250.0,0.0,WSW,Dry,0
2014-08-21,2014,August,21,22.6,31.6,26.2,83.0,0.0,0.5,4.0,320.0,0.0,NW,Dry,0
2014-08-22,2014,August,22,24.4,33.6,27.6,82.0,6.2,5.8,8.0,350.0,1.0,NW,Dry,1
2014-08-23,2014,August,23,23.8,27.8,25.4,94.0,1.0,0.0,2.0,180.0,0.0,S,Dry,0
2014-08-24,2014,August,24,22.6,31.8,24.9,90.0,7.5,4.5,5.0,360.0,0.0,N,Dry,1
2014-08-25,2014,August,25,23.6,31.0,25.3,91.0,14.0,3.7,5.0,320.0,1.0,SE,Dry,0
2014-08-26,2014,August,26,22.2,30.2,25.4,86.0,3.5,0.1,4.0,320.0,0.0,NW,Dry,0
2014-08-27,2014,August,27,22.0,33.0,25.9,81.0,0.5,4.1,4.0,130.0,0.0,NW,Dry,0
2014-08-28,2014,August,28,24.6,33.6,27.7,72.0,0.0,3.6,3.0,180.0,0.0,S,Dry,0
2014-08-29,2014,August,29,23.0,33.8,27.0,79.0,0.0,4.6,3.0,350.0,0.0,N,Dry,0
2014-08-30,2014,August,30,23.2,33.0,27.3,78.0,0.0,7.6,8.0,320.0,1.0,NW,Dry,1
2014-08-31,2014,August,31,22.4,34.0,27.4,74.0,0.0,7.4,5.0,340.0,2.0,NNW,Dry,0
2014-09-01,2014,September,1,21.6,34.0,26.7,76.0,0.0,8.0,6.0,330.0,1.0,NW,Wet,0
2014-09-02,2014,September,2,22.8,35.0,26.9,78.0,0.0,5.9,5.0,340.0,2.0,NNW,Wet,0
2014-09-03,2014,September,3,23.2,34.0,26.3,85.0,0.0,5.5,5.0,200.0,2.0,SSW,Wet,0
2014-09-04,2014,September,4,23.2,31.6,26.6,85.0,5.6,0.6,4.0,320.0,0.0,NW,Wet,0
2014-09-05,2014,September,5,22.6,35.2,27.5,72.0,0.0,8.0,4.0,220.0,1.0,SE,Wet,0
2014-09-06,2014,September,6,22.0,34.2,29.4,54.0,0.0,5.6,8.0,200.0,3.0,SSW,Wet,0
2014-09-07,2014,September,7,22.6,31.0,25.7,76.0,0.0,0.0,2.0,180.0,0.0,S,Wet,0
2014-09-08,2014,September,8,22.8,35.2,28.0,71.0,0.0,5.6,4.0,180.0,0.0,S,Wet,0
2014-09-09,2014,September,9,23.0,32.0,26.3,81.0,12.0,0.9,3.0,160.0,0.0,SSE,Wet,0
2014-09-10,2014,September,10,23.0,35.0,27.4,75.0,5.0,1.5,4.0,180.0,1.0,NW,Wet,1
2014-09-11,2014,September,11,22.8,33.4,26.4,80.0,0.0,3.9,10.0,320.0,1.0,NW,Wet,0
2014-09-12,2014,September,12,23.2,31.6,26.6,81.0,1.1,4.1,3.0,240.0,1.0,WSW,Wet,0
2014-09-13,2014,September,13,24.0,28.6,24.6,93.0,1.1,0.1,2.0,360.0,0.0,N,Wet,0
2014-09-14,2014,September,14,23.4,29.2,24.7,88.0,17.0,0.0,10.0,230.0,1.0,SW,Wet,0
2014-09-15,2014,September,15,22.2,30.4,25.4,86.0,16.6,0.0,5.0,220.0,1.0,SW,Wet,0
2014-09-16,2014,September,16,24.2,32.2,27.4,75.0,3.3,1.7,3.0,120.0,0.0,ESE,Wet,0
2014-09-17,2014,September,17,22.4,33.4,26.5,84.0,0.3,2.6,2.0,180.0,0.0,S,Wet,0
2014-09-18,2014,September,18,24.4,32.2,27.3,82.0,0.0,0.0,2.0,90.0,0.0,SE,Wet,0
2014-09-19,2014,September,19,24.2,29.6,25.8,94.0,8.2,0.6,0.0,0.0,0.0,N,Wet,0
2014-09-20,2014,September,20,22.6,33.0,26.8,79.0,4.5,5.6,5.0,340.0,1.0,NNW,Wet,0
2014-09-21,2014,September,21,22.6,32.2,25.9,85.0,0.0,1.3,3.0,340.0,1.0,NW,Wet,0
2014-09-22,2014,September,22,22.8,32.8,26.1,82.0,1.2,2.9,5.0,340.0,1.0,SW,Wet,0
2014-09-23,2014,September,23,23.4,31.6,26.4,87.0,3.0,1.8,2.0,160.0,0.0,SSE,Wet,0
2014-09-24,2014,September,24,23.4,31.2,24.8,93.0,1.2,1.7,5.0,90.0,0.0,SE,Wet,0
2014-09-25,2014,September,25,23.2,32.4,25.8,90.0,21.6,1.4,3.0,250.0,1.0,WSW,Wet,0
2014-09-26,2014,September,26,22.4,32.6,25.4,89.0,2.0,4.3,3.0,200.0,0.0,SW,Wet,0
2014-09-27,2014,September,27,23.2,32.2,27.0,84.0,15.4,4.6,5.0,340.0,1.0,NNW,Wet,0
2014-09-28,2014,September,28,24.0,31.2,26.0,92.0,0.0,6.0,4.0,310.0,1.0,NW,Wet,0
2014-09-29,2014,September,29,23.4,31.6,26.2,89.0,56.3,2.0,5.0,330.0,1.0,SE,Wet,0
2014-09-30,2014,September,30,23.2,32.0,25.9,87.0,0.6,1.9,4.0,330.0,1.0,SE,Wet,0
2014-10-01,2014,October,1,23.0,32.0,26.1,87.0,3.0,3.7,3.0,170.0,1.0,S,Wet,0
2014-10-02,2014,October,2,23.6,32.0,25.8,91.0,2.7,1.6,3.0,140.0,0.0,SE,Wet,0
2014-10-03,2014,October,3,22.4,32.0,25.3,89.0,1.0,3.9,4.0,150.0,1.0,SE,Wet,0
2014-10-04,2014,October,4,23.6,31.0,25.8,86.0,1.8,0.1,4.0,200.0,0.0,NW,Wet,0
2014-10-05,2014,October,5,24.2,30.0,26.0,84.0,5.8,0.0,5.0,240.0,2.0,SW,Wet,0
2014-10-06,2014,October,6,23.0,31.8,24.3,94.0,53.5,2.9,4.0,300.0,2.0,NW,Wet,0
2014-10-07,2014,October,7,22.8,31.7,27.25,89.0,20.8,0.7,4.0,300.0,1.0,SE,Wet,0
2014-10-08,2014,October,8,22.6,31.6,26.4,81.0,20.1,3.0,4.0,180.0,2.0,S,Wet,0
2014-10-09,2014,October,9,23.4,33.4,27.9,81.0,0.8,7.4,3.0,300.0,0.0,SE,Wet,0
2014-10-10,2014,October,10,22.4,33.4,25.8,86.0,0.0,6.6,5.0,340.0,1.0,NNW,Wet,0
2014-10-11,2014,October,11,22.2,33.0,26.5,83.0,11.2,6.9,5.0,330.0,2.0,SE,Wet,0
2014-10-12,2014,October,12,23.2,31.8,26.6,86.0,1.3,2.4,4.0,140.0,1.0,SE,Wet,0
2014-10-13,2014,October,13,24.6,31.6,27.2,84.0,4.6,4.7,5.0,130.0,2.0,SE,Wet,0
2014-10-14,2014,October,14,23.2,31.2,25.7,90.0,0.0,2.8,3.0,70.0,0.0,NW,Wet,0
2014-10-15,2014,October,15,23.2,31.4,24.8,93.0,6.5,2.6,4.0,350.0,2.0,SE,Wet,0
2014-10-16,2014,October,16,22.8,31.6,24.9,94.0,29.4,4.8,5.0,350.0,1.0,N,Wet,0
2014-10-17,2014,October,17,24.2,29.6,26.0,93.0,37.3,0.0,3.0,340.0,0.0,NNW,Wet,0
2014-10-18,2014,October,18,23.2,27.8,24.8,94.0,15.3,0.0,3.0,140.0,0.0,SE,Wet,0
2014-10-19,2014,October,19,23.2,28.6,24.7,94.0,5.7,0.0,4.0,320.0,0.0,NW,Wet,0
2014-10-20,2014,October,20,22.8,31.6,25.5,87.0,8.0,1.1,3.0,340.0,2.0,SE,Wet,0
2014-10-21,2014,October,21,23.0,31.8,25.6,90.0,4.4,0.0,5.0,360.0,2.0,SE,Wet,0
2014-10-22,2014,October,22,22.8,29.6,25.5,91.0,32.9,2.1,4.0,300.0,0.0,NW,Wet,0
2014-10-23,2014,October,23,23.0,31.2,26.6,86.0,5.8,3.2,2.0,130.0,0.0,SE,Wet,1
2014-10-24,2014,October,24,23.2,30.4,25.8,90.0,0.0,2.5,3.0,60.0,0.0,SE,Wet,0
2014-10-25,2014,October,25,23.6,32.0,26.7,86.0,2.0,2.5,4.0,20.0,1.0,NNE,Wet,0
2014-10-26,2014,October,26,23.6,32.0,26.3,90.0,7.4,3.9,3.0,140.0,1.0,SE,Wet,0
2014-10-27,2014,October,27,23.6,31.4,26.4,86.0,15.4,2.0,4.0,320.0,0.0,NW,Wet,0
2014-10-28,2014,October,28,23.8,31.6,26.0,89.0,0.3,5.2,5.0,30.0,1.0,SE,Wet,0
2014-10-29,2014,October,29,22.8,31.0,24.7,93.0,5.0,4.0,4.0,300.0,2.0,SE,Wet,0
2014-10-30,2014,October,30,23.4,31.0,25.2,91.0,16.2,4.4,4.0,140.0,1.0,SE,Wet,1
2014-10-31,2014,October,31,22.6,30.6,25.7,88.0,4.7,2.6,2.0,130.0,0.0,SE,Wet,1
2014-11-01,2014,November,1,24.2,30.6,25.9,91.0,3.6,5.6,5.0,330.0,1.0,NW,Wet,0
2014-11-02,2014,November,2,23.8,26.8,24.8,96.0,13.8,0.0,3.0,340.0,0.0,NNW,Wet,0
2014-11-03,2014,November,3,23.6,25.8,24.5,92.0,125.7,0.0,4.0,290.0,1.0,WNW,Wet,0
2014-11-04,2014,November,4,23.2,31.6,26.4,85.0,17.7,2.6,3.0,110.0,1.0,SW,Wet,0
2014-11-05,2014,November,5,23.2,34.0,27.6,75.0,0.0,8.0,4.0,230.0,1.0,SE,Wet,0
2014-11-06,2014,November,6,23.4,33.2,27.0,80.0,0.0,6.7,3.0,190.0,0.0,S,Wet,0
2014-11-07,2014,November,7,23.4,32.6,27.2,81.0,0.0,4.3,4.0,110.0,0.0,SE,Wet,0
2014-11-08,2014,November,8,23.8,29.0,26.1,90.0,0.4,0.0,3.0,130.0,0.0,SE,Wet,1
2014-11-09,2014,November,9,23.4,28.4,25.0,91.0,1.3,0.0,3.0,130.0,0.0,SE,Wet,1
2014-11-10,2014,November,10,22.8,32.6,25.3,90.0,2.2,2.1,3.0,150.0,0.0,SE,Wet,0
2014-11-11,2014,November,11,23.8,31.6,26.1,90.0,45.8,5.3,4.0,320.0,0.0,NW,Wet,0
2014-11-12,2014,November,12,23.4,31.6,26.6,89.0,18.1,4.5,2.0,140.0,0.0,SE,Wet,0
2014-11-13,2014,November,13,23.0,30.6,25.6,91.0,5.0,4.3,3.0,20.0,0.0,SE,Wet,0
2014-11-14,2014,November,14,23.2,33.0,26.7,88.0,17.5,4.9,5.0,110.0,2.0,SE,Wet,0
2014-11-15,2014,November,15,23.4,33.2,27.1,86.0,5.2,7.0,4.0,140.0,2.0,SE,Wet,0
2014-11-16,2014,November,16,24.0,32.4,26.2,91.0,4.1,4.0,3.0,140.0,0.0,SE,Wet,0
2014-11-17,2014,November,17,23.4,32.4,26.9,87.0,8.8,7.7,5.0,130.0,2.0,SE,Wet,0
2014-11-18,2014,November,18,23.8,32.8,27.2,85.0,0.0,7.1,5.0,130.0,2.0,SE,Wet,0
2014-11-19,2014,November,19,23.8,31.0,25.8,93.0,25.0,0.0,5.0,200.0,1.0,SSW,Wet,0
2014-11-20,2014,November,20,23.2,32.0,26.7,89.0,35.0,3.8,4.0,120.0,1.0,SE,Wet,0
2014-11-21,2014,November,21,24.4,33.0,26.3,91.0,2.0,5.0,4.0,320.0,1.0,SE,Wet,0
2014-11-22,2014,November,22,23.0,31.2,25.9,89.0,40.4,1.7,3.0,140.0,1.0,SE,Wet,0
2014-11-23,2014,November,23,23.0,29.8,25.9,93.0,1.0,5.3,4.0,360.0,0.0,NW,Wet,0
2014-11-24,2014,November,24,23.4,31.4,25.7,91.0,4.9,2.5,5.0,10.0,1.0,N,Wet,0
2014-11-25,2014,November,25,23.0,33.0,26.1,89.0,7.0,5.3,5.0,320.0,1.0,NW,Wet,0
2014-11-26,2014,November,26,23.8,30.2,26.2,91.0,23.9,2.0,3.0,290.0,0.0,SE,Wet,0
2014-11-27,2014,November,27,23.2,32.0,26.8,83.0,1.3,8.0,4.0,340.0,1.0,NW,Wet,0
2014-11-28,2014,November,28,23.8,30.0,25.9,89.0,0.0,1.0,4.0,300.0,0.0,NW,Wet,0
2014-11-29,2014,November,29,23.8,32.2,26.9,85.0,1.1,5.1,5.0,10.0,1.0,N,Wet,0
2014-11-30,2014,November,30,23.8,30.8,26.2,89.0,0.0,3.9,4.0,320.0,2.0,NW,Wet,0
2014-12-01,2014,December,1,23.8,32.2,26.5,89.0,1.0,4.9,3.0,150.0,0.0,SE,Wet,0
2014-12-02,2014,December,2,24.4,31.0,26.7,87.0,24.6,1.3,4.0,290.0,1.0,NW,Wet,0
2014-12-03,2014,December,3,23.8,28.6,25.7,91.0,0.0,0.0,2.0,140.0,0.0,NW,Wet,0
2014-12-04,2014,December,4,23.6,31.2,26.5,89.0,0.0,0.6,3.0,240.0,1.0,SE,Wet,0
2014-12-05,2014,December,5,23.4,32.6,25.9,89.0,37.6,5.5,3.0,20.0,1.0,NNE,Wet,0
2014-12-06,2014,December,6,23.8,31.0,25.8,92.0,38.4,1.5,3.0,170.0,1.0,S,Wet,0
2014-12-07,2014,December,7,22.6,33.0,26.5,86.0,3.2,6.8,3.0,140.0,1.0,SE,Wet,0
2014-12-08,2014,December,8,23.8,30.6,25.8,90.0,2.3,1.3,3.0,170.0,0.0,S,Wet,0
2014-12-09,2014,December,9,22.8,33.0,25.9,87.0,3.3,5.9,3.0,130.0,0.0,SE,Wet,0
2014-12-10,2014,December,10,23.4,33.4,26.7,87.0,15.1,5.5,3.0,140.0,1.0,SE,Wet,0
2014-12-11,2014,December,11,23.2,32.4,26.9,81.0,0.7,5.9,4.0,120.0,1.0,SE,Wet,0
2014-12-12,2014,December,12,21.8,32.6,26.2,81.0,0.0,8.0,5.0,120.0,1.0,SE,Wet,0
2014-12-13,2014,December,13,22.8,33.0,26.8,82.0,0.0,8.0,6.0,120.0,2.0,SE,Wet,0
2014-12-14,2014,December,14,23.6,32.2,27.1,86.0,0.0,4.4,3.0,140.0,1.0,SE,Wet,0
2014-12-15,2014,December,15,24.0,33.2,27.2,85.0,0.0,6.2,5.0,110.0,2.0,SE,Wet,0
2014-12-16,2014,December,16,24.0,32.6,27.0,87.0,15.8,5.7,4.0,110.0,1.0,SE,Wet,0
2014-12-17,2014,December,17,24.6,28.4,25.7,87.0,1.0,0.0,4.0,130.0,2.0,SE,Wet,0
2014-12-18,2014,December,18,24.0,29.4,25.3,92.0,8.2,1.9,3.0,340.0,0.0,NW,Wet,1
2014-12-19,2014,December,19,24.4,28.8,26.1,89.0,18.0,0.0,4.0,140.0,2.0,SE,Wet,0
2014-12-20,2014,December,20,23.6,32.0,26.2,89.0,3.4,2.8,3.0,130.0,1.0,SE,Wet,1
2014-12-21,2014,December,21,23.6,28.2,24.7,95.0,16.9,0.5,3.0,330.0,0.0,NW,Wet,0
2014-12-22,2014,December,22,23.4,26.4,24.4,97.0,119.3,0.0,5.0,130.0,2.0,SE,Wet,0
2014-12-23,2014,December,23,23.8,29.6,25.4,93.0,25.6,1.2,5.0,140.0,2.0,SE,Wet,0
2014-12-24,2014,December,24,23.8,27.6,25.3,93.0,30.4,0.1,4.0,140.0,1.0,SE,Wet,0
2014-12-25,2014,December,25,24.4,25.2,24.7,98.0,57.9,0.0,2.0,300.0,0.0,NW,Wet,0
2014-12-26,2014,December,26,23.6,29.8,26.0,89.0,22.0,1.3,3.0,120.0,1.0,NW,Wet,0
2014-12-27,2014,December,27,23.8,30.6,25.8,90.0,0.3,1.4,3.0,160.0,0.0,SSE,Wet,0
2014-12-28,2014,December,28,23.6,30.6,25.5,91.0,8.5,2.0,3.0,300.0,0.0,NW,Wet,0
2014-12-29,2014,December,29,23.2,31.0,26.5,83.0,16.7,3.5,5.0,140.0,2.0,SE,Wet,0
2014-12-30,2014,December,30,22.6,32.8,26.1,84.0,1.0,7.2,4.0,130.0,2.0,SE,Wet,0
2014-12-31,2014,December,31,24.4,33.0,26.4,88.0,0.0,5.6,4.0,140.0,1.0,SE,Wet,0
2015-01-01,2015,January,1,23.4,31.2,28.9,74.0,20.9,6.1,4.0,120.0,3.0,SE,Wet,0
2015-01-02,2015,January,2,24.4,32.2,28.9,74.0,2.5,3.6,4.0,130.0,2.0,SE,Wet,1
2015-01-03,2015,January,3,23.6,30.8,28.9,74.0,19.1,4.6,4.0,140.0,2.0,SE,Wet,0
2015-01-04,2015,January,4,24.2,32.2,28.9,74.0,25.0,3.7,3.0,140.0,2.0,SE,Wet,1
2015-01-05,2015,January,5,22.2,31.6,28.9,74.0,0.0,5.4,5.0,150.0,3.0,SE,Wet,0
2015-01-06,2015,January,6,23.8,30.8,28.9,74.0,7.2,7.2,5.0,170.0,1.0,S,Wet,0
2015-01-07,2015,January,7,22.2,31.2,28.9,74.0,1.9,2.1,3.0,160.0,2.0,SE,Wet,0
2015-01-08,2015,January,8,23.4,31.8,28.9,74.0,3.6,5.6,4.0,120.0,2.0,SE,Wet,0
2015-01-09,2015,January,9,23.6,30.2,28.9,74.0,1.5,3.5,4.0,320.0,2.0,SE,Wet,1
2015-01-10,2015,January,10,23.6,31.6,28.9,74.0,11.6,2.8,5.0,340.0,2.0,NNW,Wet,0
2015-01-11,2015,January,11,22.2,31.2,28.9,74.0,1.5,6.8,5.0,340.0,2.0,SE,Wet,0
2015-01-12,2015,January,12,24.0,30.2,28.9,74.0,1.5,5.4,3.0,320.0,1.0,NW,Wet,0
2015-01-13,2015,January,13,22.8,32.4,28.9,74.0,37.0,1.7,5.0,360.0,2.0,N,Wet,1
2015-01-14,2015,January,14,24.0,32.6,28.9,74.0,4.3,4.5,4.0,340.0,2.0,SE,Wet,0
2015-01-15,2015,January,15,23.4,30.6,28.9,74.0,14.8,6.5,4.0,320.0,1.0,NW,Wet,0
2015-01-16,2015,January,16,23.6,32.4,28.9,74.0,3.1,0.8,5.0,140.0,3.0,SE,Wet,0
2015-01-17,2015,January,17,23.4,32.0,28.9,74.0,0.0,7.8,4.0,150.0,3.0,SE,Wet,0
2015-01-18,2015,January,18,22.0,32.6,28.9,74.0,0.0,8.0,4.0,150.0,3.0,SE,Wet,1
2015-01-19,2015,January,19,21.2,31.8,28.9,74.0,0.0,8.1,5.0,110.0,3.0,SE,Wet,1
2015-01-20,2015,January,20,21.8,33.0,28.9,74.0,0.0,7.65,4.0,130.0,2.0,SE,Wet,0
2015-01-21,2015,January,21,23.8,32.2,28.9,74.0,10.5,7.2,4.0,120.0,2.0,ESE,Wet,1
2015-01-22,2015,January,22,23.8,33.2,28.9,74.0,0.6,4.2,5.0,150.0,2.0,SE,Wet,0
2015-01-23,2015,January,23,23.0,32.8,28.9,69.0,49.5,4.9,4.0,140.0,2.0,SE,Wet,1
2015-01-24,2015,January,24,20.6,32.4,28.9,74.0,0.0,7.0,4.0,130.0,3.0,SE,Wet,1
2015-01-25,2015,January,25,24.2,31.0,28.0,74.0,0.0,8.0,2.0,140.0,1.0,SE,Wet,1
2015-01-26,2015,January,26,24.0,31.0,28.9,74.0,0.0,0.4,3.0,350.0,1.0,N,Wet,0
