Date,Year,Month,Day,Prec,StDev,%Time
2010-03-06,2010,3,6,12.5,1,5
2010-03-07,2010,3,7,0.7,1,5
2010-03-08,2010,3,8,0.7,1,5
2010-03-09,2010,3,9,4.2,1,5
2010-03-10,2010,3,10,0.7,1,5
2010-03-11,2010,3,11,0.0,1,5
2010-03-12,2010,3,12,0.0,1,5
2010-03-13,2010,3,13,5.6,1,5
2010-03-14,2010,3,14,0.0,1,5
2010-03-15,2010,3,15,0.7,1,5
2010-03-16,2010,3,16,9.2,1,5
2010-03-17,2010,3,17,0.0,1,5
2010-03-18,2010,3,18,15.3,1,5
2010-03-19,2010,3,19,0.7,1,5
2010-03-20,2010,3,20,0.7,1,5
2010-03-21,2010,3,21,0.7,1,5
2010-03-22,2010,3,22,1.4,1,5
2010-03-23,2010,3,23,0.7,1,5
2010-03-24,2010,3,24,11.1,1,5
2010-03-25,2010,3,25,0.7,1,5
2010-03-26,2010,3,26,0.7,1,5
2010-03-27,2010,3,27,9.7,1,5
2010-03-28,2010,3,28,20.8,1,5
2010-03-29,2010,3,29,0.0,1,5
2010-03-30,2010,3,30,1.4,1,5
2010-03-31,2010,3,31,1.4,1,5
2010-04-01,2010,4,1,13.9,1,5
2010-04-02,2010,4,2,0.0,1,5
2010-04-03,2010,4,3,16.0,1,5
2010-04-04,2010,4,4,6.2,1,5
2010-04-05,2010,4,5,4.9,1,5
2010-04-06,2010,4,6,2.8,1,5
2010-04-07,2010,4,7,0.7,1,5
2010-04-08,2010,4,8,0.7,1,5
2010-04-09,2010,4,9,1.4,1,5
2010-04-10,2010,4,10,4.9,1,5
2010-04-11,2010,4,11,0.7,1,5
2010-04-12,2010,4,12,0.7,1,5
2010-04-13,2010,4,13,0.7,1,5
2010-04-14,2010,4,14,0.7,1,5
2010-04-15,2010,4,15,8.3,1,5
2010-04-16,2010,4,16,3.5,1,5
2010-04-17,2010,4,17,0.0,1,5
2010-04-18,2010,4,18,2.1,1,5
2010-04-19,2010,4,19,10.1,1,5
2010-04-20,2010,4,20,0.7,1,5
2010-04-21,2010,4,21,2.1,1,5
2010-04-22,2010,4,22,9.0,1,5
2010-04-23,2010,4,23,3.5,1,5
2010-04-24,2010,4,24,1.4,1,5
2010-04-25,2010,4,25,19.4,1,5
2010-04-26,2010,4,26,9.0,1,5
2010-04-27,2010,4,27,0.7,1,5
2010-04-28,2010,4,28,0.7,1,5
2010-04-29,2010,4,29,2.8,1,5
2010-04-30,2010,4,30,0.7,1,5
2010-05-01,2010,5,1,2.1,1,5
2010-05-02,2010,5,2,6.2,1,5
2010-05-03,2010,5,3,2.1,1,5
2010-05-04,2010,5,4,0.7,1,5
2010-05-05,2010,5,5,0.7,1,5
2010-05-06,2010,5,6,0.7,1,5
2010-05-07,2010,5,7,0.7,1,5
2010-05-08,2010,5,8,0.0,1,5
2010-05-09,2010,5,9,1.4,1,5
2010-05-10,2010,5,10,0.7,1,5
2010-05-11,2010,5,11,40.3,1,5
2010-05-12,2010,5,12,2.1,1,5
2010-05-13,2010,5,13,31.9,1,5
2010-05-14,2010,5,14,2.8,1,5
2010-05-15,2010,5,15,3.5,1,5
2010-05-16,2010,5,16,4.9,1,5
2010-05-17,2010,5,17,0.7,1,5
2010-05-18,2010,5,18,0.0,1,5
2010-05-19,2010,5,19,0.0,1,5
2010-05-20,2010,5,20,0.7,1,5
2010-05-21,2010,5,21,0.7,1,5
2010-05-22,2010,5,22,0.0,1,5
2010-05-23,2010,5,23,0.0,1,5
2010-05-24,2010,5,24,0.7,1,5
2010-05-25,2010,5,25,0.7,1,5
2010-05-26,2010,5,26,0.7,1,5
2010-05-27,2010,5,27,0.7,1,5
2010-05-28,2010,5,28,0.7,1,5
2010-05-29,2010,5,29,0.0,1,5
2010-05-30,2010,5,30,0.0,1,5
2010-05-31,2010,5,31,4.2,1,5
2010-06-01,2010,6,1,0.0,1,5
2010-06-02,2010,6,2,9.0,1,5
2010-06-03,2010,6,3,7.6,1,5
2010-06-04,2010,6,4,12.5,1,5
2010-06-05,2010,6,5,10.6,1,5
2010-06-06,2010,6,6,2.8,1,5
2010-06-07,2010,6,7,3.5,1,5
2010-06-08,2010,6,8,2.8,1,5
2010-06-09,2010,6,9,0.7,1,5
2010-06-10,2010,6,10,0.7,1,5
2010-06-11,2010,6,11,0.7,1,5
2010-06-12,2010,6,12,0.7,1,5
2010-06-13,2010,6,13,0.7,1,5
2010-06-14,2010,6,14,0.7,1,5
2010-06-15,2010,6,15,0.7,1,5
2010-06-16,2010,6,16,0.7,1,5
2010-06-17,2010,6,17,2.1,1,5
2010-06-18,2010,6,18,2.8,1,5
2010-06-19,2010,6,19,0.7,1,5
2010-06-20,2010,6,20,6.9,1,5
2010-06-21,2010,6,21,23.6,1,5
2010-06-22,2010,6,22,0.7,1,5
2010-06-23,2010,6,23,0.0,1,5
2010-06-24,2010,6,24,2.1,1,5
2010-06-25,2010,6,25,0.7,1,5
2010-06-26,2010,6,26,0.7,1,5
2010-06-27,2010,6,27,22.2,1,5
2010-06-28,2010,6,28,0.0,1,5
2010-06-29,2010,6,29,6.9,1,5
2010-06-30,2010,6,30,4.2,1,5
2010-07-01,2010,7,1,0.7,1,5
2010-07-02,2010,7,2,0.7,1,5
2010-07-03,2010,7,3,0.7,1,5
2010-07-04,2010,7,4,0.7,1,5
2010-07-05,2010,7,5,0.7,1,5
2010-07-06,2010,7,6,0.0,1,5
2010-07-07,2010,7,7,1.4,1,5
2010-07-08,2010,7,8,2.1,1,5
2010-07-09,2010,7,9,14.2,1,5
2010-07-10,2010,7,10,8.3,1,5
2010-07-11,2010,7,11,1.4,1,5
2010-07-12,2010,7,12,,0,0
2010-07-13,2010,7,13,0.0,1,1
2010-07-14,2010,7,14,4.0,1,1
2010-07-15,2010,7,15,0.0,1,1
2010-07-16,2010,7,16,1.0,1,1
2010-07-17,2010,7,17,0.0,1,1
2010-07-18,2010,7,18,3.0,1,1
2010-07-19,2010,7,19,0.0,1,1
2010-07-20,2010,7,20,1.0,1,1
2010-07-21,2010,7,21,0.0,1,1
2010-07-22,2010,7,22,1.0,1,1
2010-07-23,2010,7,23,0.0,0,1
2010-07-24,2010,7,24,1.0,1,1
2010-07-25,2010,7,25,6.0,1,1
2010-07-26,2010,7,26,0.0,1,1
2010-07-27,2010,7,27,1.0,1,1
2010-07-28,2010,7,28,10.0,1,1
2010-07-29,2010,7,29,1.0,1,1
2010-07-30,2010,7,30,0.0,1,1
2010-07-31,2010,7,31,0.0,1,1
2010-08-01,2010,8,1,0.0,1,1
2010-08-02,2010,8,2,0.0,1,1
2010-08-03,2010,8,3,0.0,1,1
2010-08-04,2010,8,4,0.0,1,1
2010-08-05,2010,8,5,0.0,1,1
2010-08-06,2010,8,6,0.0,1,1
2010-08-07,2010,8,7,0.0,1,1
2010-08-08,2010,8,8,0.0,1,1
2010-08-09,2010,8,9,3.0,1,1
2010-08-10,2010,8,10,0.0,1,1
2010-08-11,2010,8,11,18.0,1,1
2010-08-12,2010,8,12,9.0,1,1
2010-08-13,2010,8,13,1.0,1,1
2010-08-14,2010,8,14,0.0,1,1
2010-08-15,2010,8,15,0.0,1,1
2010-08-16,2010,8,16,3.0,1,1
2010-08-17,2010,8,17,12.0,1,1
2010-08-18,2010,8,18,2.0,1,1
2010-08-19,2010,8,19,23.0,1,1
2010-08-20,2010,8,20,0.0,1,1
2010-08-21,2010,8,21,0.0,1,1
2010-08-22,2010,8,22,1.0,1,1
2010-08-23,2010,8,23,0.0,1,1
2010-08-24,2010,8,24,0.0,1,1
2010-08-25,2010,8,25,0.0,1,1
2010-08-26,2010,8,26,0.0,1,1
2010-08-27,2010,8,27,0.0,1,1
2010-08-28,2010,8,28,0.0,1,1
2010-08-29,2010,8,29,0.0,1,1
2010-08-30,2010,8,30,3.0,1,1
2010-08-31,2010,8,31,4.0,1,1
2010-09-01,2010,9,1,5.0,1,1
2010-09-02,2010,9,2,5.0,1,1
2010-09-03,2010,9,3,4.0,1,1
2010-09-04,2010,9,4,10.0,1,1
2010-09-05,2010,9,5,2.0,1,1
2010-09-06,2010,9,6,0.0,1,1
2010-09-07,2010,9,7,0.0,1,1
2010-09-08,2010,9,8,0.0,1,1
2010-09-09,2010,9,9,0.0,1,1
2010-09-10,2010,9,10,0.0,1,1
2010-09-11,2010,9,11,0.0,1,1
2010-09-12,2010,9,12,1.0,1,1
2010-09-13,2010,9,13,0.0,1,1
2010-09-14,2010,9,14,3.0,1,1
2010-09-15,2010,9,15,0.0,1,1
2010-09-16,2010,9,16,1.0,1,1
2010-09-17,2010,9,17,5.0,1,1
2010-09-18,2010,9,18,16.0,1,1
2010-09-19,2010,9,19,5.0,1,1
2010-09-20,2010,9,20,0.0,0,1
2010-09-21,2010,9,21,20.0,1,1
2010-09-22,2010,9,22,6.0,1,1
2010-09-23,2010,9,23,1.0,1,1
2010-09-24,2010,9,24,5.0,1,1
2010-09-25,2010,9,25,1.0,1,1
2010-09-26,2010,9,26,11.0,1,1
2010-09-27,2010,9,27,2.0,1,1
2010-09-28,2010,9,28,4.0,1,1
2010-09-29,2010,9,29,7.0,1,1
2010-09-30,2010,9,30,17.0,1,1
2010-10-01,2010,10,1,0.0,0,1
2010-10-02,2010,10,2,17.0,1,1
2010-10-03,2010,10,3,24.0,1,1
2010-10-04,2010,10,4,37.0,1,1
2010-10-05,2010,10,5,1.0,1,1
2010-10-06,2010,10,6,0.0,1,1
2010-10-07,2010,10,7,0.0,1,1
2010-10-08,2010,10,8,0.0,1,1
2010-10-09,2010,10,9,0.0,1,1
2010-10-10,2010,10,10,1.0,1,1
2010-10-11,2010,10,11,1.0,1,1
2010-10-12,2010,10,12,1.0,1,1
2010-10-13,2010,10,13,1.0,1,1
2010-10-14,2010,10,14,0.0,1,1
2010-10-15,2010,10,15,0.0,1,1
2010-10-16,2010,10,16,1.0,1,1
2010-10-17,2010,10,17,1.0,1,1
2010-10-18,2010,10,18,0.0,1,1
2010-10-19,2010,10,19,1.0,1,1
2010-10-20,2010,10,20,0.0,0,1
2010-10-21,2010,10,21,1.0,1,1
2010-10-22,2010,10,22,19.0,0,1
2010-10-23,2010,10,23,6.0,1,1
2010-10-24,2010,10,24,1.0,1,1
2010-10-25,2010,10,25,0.0,1,1
2010-10-26,2010,10,26,0.0,1,1
2010-10-27,2010,10,27,2.0,1,1
2010-10-28,2010,10,28,1.0,1,1
2010-10-29,2010,10,29,1.0,1,1
2010-10-30,2010,10,30,1.0,1,1
2010-10-31,2010,10,31,3.0,1,1
2010-11-01,2010,11,1,5.0,1,1
2010-11-02,2010,11,2,13.0,1,1
2010-11-03,2010,11,3,12.0,1,1
2010-11-04,2010,11,4,8.0,1,1
2010-11-05,2010,11,5,14.0,1,1
2010-11-06,2010,11,6,4.0,1,1
2010-11-07,2010,11,7,9.0,1,1
2010-11-08,2010,11,8,2.0,1,1
2010-11-09,2010,11,9,21.0,1,1
2010-11-10,2010,11,10,33.0,1,1
2010-11-11,2010,11,11,16.0,1,1
2010-11-12,2010,11,12,9.0,1,1
2010-11-13,2010,11,13,11.0,1,1
2010-11-14,2010,11,14,12.0,1,1
2010-11-15,2010,11,15,14.0,1,1
2010-11-16,2010,11,16,22.0,1,1
2010-11-17,2010,11,17,10.0,1,1
2010-11-18,2010,11,18,15.0,1,1
2010-11-19,2010,11,19,6.0,1,1
2010-11-20,2010,11,20,1.0,1,1
2010-11-21,2010,11,21,10.0,1,1
2010-11-22,2010,11,22,15.0,1,1
2010-11-23,2010,11,23,10.0,1,1
2010-11-24,2010,11,24,3.0,1,1
2010-11-25,2010,11,25,8.0,1,1
2010-11-26,2010,11,26,9.0,1,1
2010-11-27,2010,11,27,12.0,1,1
2010-11-28,2010,11,28,0.0,1,1
2010-11-29,2010,11,29,4.0,1,1
2010-11-30,2010,11,30,4.0,1,1
2010-12-01,2010,12,1,35.0,1,1
2010-12-02,2010,12,2,21.0,1,1
2010-12-03,2010,12,3,9.0,1,1
2010-12-04,2010,12,4,3.0,1,1
2010-12-05,2010,12,5,0.0,1,1
2010-12-06,2010,12,6,0.0,1,1
2010-12-07,2010,12,7,0.0,1,1
2010-12-08,2010,12,8,0.0,1,1
2010-12-09,2010,12,9,0.0,1,1
2010-12-10,2010,12,10,0.0,1,1
2010-12-11,2010,12,11,0.0,1,1
2010-12-12,2010,12,12,0.0,1,1
2010-12-13,2010,12,13,2.0,0,1
2010-12-14,2010,12,14,0.0,1,1
2010-12-15,2010,12,15,0.0,1,1
2010-12-16,2010,12,16,0.0,1,1
2010-12-17,2010,12,17,0.0,1,1
2010-12-18,2010,12,18,0.0,1,1
2010-12-19,2010,12,19,1.0,1,1
2010-12-20,2010,12,20,0.0,1,1
2010-12-21,2010,12,21,0.0,1,1
2010-12-22,2010,12,22,0.0,1,1
2010-12-23,2010,12,23,10.0,1,1
2010-12-24,2010,12,24,1.0,1,1
2010-12-25,2010,12,25,5.0,1,1
2010-12-26,2010,12,26,6.0,1,1
2010-12-27,2010,12,27,1.0,1,1
2010-12-28,2010,12,28,1.0,1,1
2010-12-29,2010,12,29,0.0,1,1
2010-12-30,2010,12,30,0.0,1,1
2010-12-31,2010,12,31,0.0,1,1
2011-01-01,2011,1,1,0.0,1,1
2011-01-02,2011,1,2,0.0,1,1
2011-01-03,2011,1,3,0.0,1,1
2011-01-04,2011,1,4,27.0,1,1
2011-01-05,2011,1,5,4.0,0,1
2011-01-06,2011,1,6,0.0,1,1
2011-01-07,2011,1,7,1.0,1,1
2011-01-08,2011,1,8,3.0,1,1
2011-01-09,2011,1,9,1.0,1,1
2011-01-10,2011,1,10,0.0,1,1
2011-01-11,2011,1,11,0.0,1,1
2011-01-12,2011,1,12,0.0,0,1
2011-01-13,2011,1,13,0.0,1,1
2011-01-14,2011,1,14,0.0,1,1
2011-01-15,2011,1,15,0.0,1,1
2011-01-16,2011,1,16,0.0,1,1
2011-01-17,2011,1,17,0.0,1,1
2011-01-18,2011,1,18,0.0,1,1
2011-01-19,2011,1,19,0.0,1,1
2011-01-20,2011,1,20,0.0,1,1
2011-01-21,2011,1,21,0.0,1,1
2011-01-22,2011,1,22,0.0,1,1
2011-01-23,2011,1,23,0.0,1,1
2011-01-24,2011,1,24,0.0,1,1
2011-01-25,2011,1,25,0.0,1,1
2011-01-26,2011,1,26,1.0,1,1
2011-01-27,2011,1,27,0.0,1,1
2011-01-28,2011,1,28,0.0,1,1
2011-01-29,2011,1,29,3.0,1,1
2011-01-30,2011,1,30,0.0,1,1
2011-01-31,2011,1,31,1.0,1,1
2011-02-01,2011,2,1,2.0,1,1
2011-02-02,2011,2,2,47.0,0,1
2011-02-03,2011,2,3,2.0,1,1
2011-02-04,2011,2,4,1.0,1,1
2011-02-05,2011,2,5,0.0,1,1
2011-02-06,2011,2,6,0.0,1,1
2011-02-07,2011,2,7,0.0,1,1
2011-02-08,2011,2,8,0.0,1,1
2011-02-09,2011,2,9,0.0,1,1
2011-02-10,2011,2,10,0.0,1,1
2011-02-11,2011,2,11,0.0,1,1
2011-02-12,2011,2,12,0.0,1,1
2011-02-13,2011,2,13,0.0,1,1
2011-02-14,2011,2,14,0.0,1,1
2011-02-15,2011,2,15,0.0,1,1
2011-02-16,2011,2,16,0.0,1,1
2011-02-17,2011,2,17,0.0,1,1
2011-02-18,2011,2,18,0.0,1,1
2011-02-19,2011,2,19,0.0,1,1
2011-02-20,2011,2,20,0.0,1,1
2011-02-21,2011,2,21,0.0,1,1
2011-02-22,2011,2,22,1.0,1,1
2011-02-23,2011,2,23,4.0,1,1
2011-02-24,2011,2,24,5.0,0,1
2011-02-25,2011,2,25,0.0,1,1
2011-02-26,2011,2,26,12.0,1,1
2011-02-27,2011,2,27,1.0,1,1
2011-02-28,2011,2,28,0.0,1,1
2011-03-01,2011,3,1,0.0,1,1
2011-03-02,2011,3,2,0.0,1,1
2011-03-03,2011,3,3,1.0,1,1
2011-03-04,2011,3,4,0.0,1,1
2011-03-05,2011,3,5,0.0,1,1
2011-03-06,2011,3,6,0.0,1,1
2011-03-07,2011,3,7,0.0,1,1
2011-03-08,2011,3,8,5.0,1,1
2011-03-09,2011,3,9,5.0,1,1
2011-03-10,2011,3,10,1.0,1,1
2011-03-11,2011,3,11,1.0,1,1
2011-03-12,2011,3,12,1.0,1,1
2011-03-13,2011,3,13,0.0,1,1
2011-03-14,2011,3,14,1.0,1,1
2011-03-15,2011,3,15,0.0,1,1
2011-03-16,2011,3,16,0.0,1,1
2011-03-17,2011,3,17,0.0,1,1
2011-03-18,2011,3,18,0.0,1,1
2011-03-19,2011,3,19,0.0,1,1
2011-03-20,2011,3,20,0.0,1,1
2011-03-21,2011,3,21,0.0,1,1
2011-03-22,2011,3,22,0.0,1,1
2011-03-23,2011,3,23,1.0,1,1
2011-03-24,2011,3,24,0.0,0,1
2011-03-25,2011,3,25,0.0,0,1
2011-03-26,2011,3,26,0.0,0,1
2011-03-27,2011,3,27,0.0,0,1
2011-03-28,2011,3,28,0.0,0,1
2011-03-29,2011,3,29,1.0,1,1
2011-03-30,2011,3,30,2.0,1,1
2011-03-31,2011,3,31,1.0,1,1
2011-04-01,2011,4,1,0.0,0,1
2011-04-02,2011,4,2,1.0,1,1
2011-04-03,2011,4,3,0.0,1,1
2011-04-04,2011,4,4,0.0,0,1
2011-04-05,2011,4,5,0.0,1,1
2011-04-06,2011,4,6,0.0,1,1
2011-04-07,2011,4,7,0.0,1,1
2011-04-08,2011,4,8,0.0,1,1
2011-04-09,2011,4,9,0.0,1,1
2011-04-10,2011,4,10,0.0,1,1
2011-04-11,2011,4,11,0.0,1,1
2011-04-12,2011,4,12,0.0,1,1
2011-04-13,2011,4,13,1.0,1,1
2011-04-14,2011,4,14,1.0,1,1
2011-04-15,2011,4,15,1.0,1,1
2011-04-16,2011,4,16,4.0,1,1
2011-04-17,2011,4,17,3.0,1,1
2011-04-18,2011,4,18,1.0,1,1
2011-04-19,2011,4,19,0.0,0,1
2011-04-20,2011,4,20,0.0,1,1
2011-04-21,2011,4,21,0.0,1,1
2011-04-22,2011,4,22,0.0,1,1
2011-04-23,2011,4,23,3.0,1,1
2011-04-24,2011,4,24,21.0,1,1
2011-04-25,2011,4,25,1.0,1,1
2011-04-26,2011,4,26,0.0,1,1
2011-04-27,2011,4,27,9.0,1,1
2011-04-28,2011,4,28,8.0,1,1
2011-04-29,2011,4,29,6.0,1,1
2011-04-30,2011,4,30,0.0,1,1
2011-05-01,2011,5,1,1.0,1,1
2011-05-02,2011,5,2,7.0,1,1
2011-05-03,2011,5,3,14.0,1,1
2011-05-04,2011,5,4,2.0,1,1
2011-05-05,2011,5,5,0.0,1,1
2011-05-06,2011,5,6,0.0,1,1
2011-05-07,2011,5,7,0.0,1,1
2011-05-08,2011,5,8,0.0,1,1
2011-05-09,2011,5,9,0.0,1,1
2011-05-10,2011,5,10,0.0,1,1
2011-05-11,2011,5,11,0.0,1,1
2011-05-12,2011,5,12,0.0,1,1
2011-05-13,2011,5,13,0.0,1,1
2011-05-14,2011,5,14,0.0,1,1
2011-05-15,2011,5,15,0.0,1,1
2011-05-16,2011,5,16,0.0,1,1
2011-05-17,2011,5,17,0.0,1,1
2011-05-18,2011,5,18,0.0,1,1
2011-05-19,2011,5,19,0.0,1,1
2011-05-20,2011,5,20,0.0,1,1
2011-05-21,2011,5,21,0.0,1,1
2011-05-22,2011,5,22,0.0,1,1
2011-05-23,2011,5,23,0.0,1,1
2011-05-24,2011,5,24,,0,0
2011-05-25,2011,5,25,,0,0
2011-05-26,2011,5,26,0.0,1,5
2011-05-27,2011,5,27,0.7,1,5
2011-05-28,2011,5,28,1.5,1,5
2011-05-29,2011,5,29,0.7,1,5
2011-05-30,2011,5,30,0.0,1,5
2011-05-31,2011,5,31,0.0,1,5
2011-06-01,2011,6,1,0.0,1,5
2011-06-02,2011,6,2,7.6,1,5
2011-06-03,2011,6,3,2.1,1,5
2011-06-04,2011,6,4,1.4,1,5
2011-06-05,2011,6,5,0.0,1,5
2011-06-06,2011,6,6,0.0,1,5
2011-06-07,2011,6,7,0.0,1,5
2011-06-08,2011,6,8,0.0,1,5
2011-06-09,2011,6,9,0.0,1,5
2011-06-10,2011,6,10,0.0,1,5
2011-06-11,2011,6,11,0.0,1,5
2011-06-12,2011,6,12,0.0,1,5
2011-06-13,2011,6,13,0.0,1,5
2011-06-14,2011,6,14,0.0,1,5
2011-06-15,2011,6,15,0.0,1,5
2011-06-16,2011,6,16,0.7,1,5
2011-06-17,2011,6,17,0.0,1,5
2011-06-18,2011,6,18,0.0,1,5
2011-06-19,2011,6,19,0.0,1,5
2011-06-20,2011,6,20,1.4,1,5
2011-06-21,2011,6,21,0.7,1,5
2011-06-22,2011,6,22,0.0,1,5
2011-06-23,2011,6,23,1.4,1,5
2011-06-24,2011,6,24,0.0,1,5
2011-06-25,2011,6,25,29.1,1,5
2011-06-26,2011,6,26,2.1,1,5
2011-06-27,2011,6,27,0.0,1,5
2011-06-28,2011,6,28,1.4,1,5
2011-06-29,2011,6,29,0.0,1,5
2011-06-30,2011,6,30,0.0,1,5
2011-07-01,2011,7,1,0.0,1,5
2011-07-02,2011,7,2,0.0,1,5
2011-07-03,2011,7,3,0.0,1,5
2011-07-04,2011,7,4,0.0,1,5
2011-07-05,2011,7,5,0.0,1,5
2011-07-06,2011,7,6,0.0,1,5
2011-07-07,2011,7,7,0.0,1,5
2011-07-08,2011,7,8,0.0,1,5
2011-07-09,2011,7,9,2.1,1,5
2011-07-10,2011,7,10,2.1,1,5
2011-07-11,2011,7,11,6.6,1,5
2011-07-12,2011,7,12,17.1,1,5
2011-07-13,2011,7,13,2.1,1,5
2011-07-14,2011,7,14,0.0,1,5
2011-07-15,2011,7,15,0.7,1,5
2011-07-16,2011,7,16,0.0,1,5
2011-07-17,2011,7,17,0.0,1,5
2011-07-18,2011,7,18,0.0,1,5
2011-07-19,2011,7,19,0.0,1,5
2011-07-20,2011,7,20,0.0,1,5
2011-07-21,2011,7,21,0.0,1,5
2011-07-22,2011,7,22,0.0,1,5
2011-07-23,2011,7,23,0.0,1,5
2011-07-24,2011,7,24,2.1,1,5
2011-07-25,2011,7,25,5.3,1,5
2011-07-26,2011,7,26,1.6,1,5
2011-07-27,2011,7,27,1.4,1,5
2011-07-28,2011,7,28,1.4,1,5
2011-07-29,2011,7,29,3.5,1,5
2011-07-30,2011,7,30,2.1,1,5
2011-07-31,2011,7,31,3.6,1,5
2011-08-01,2011,8,1,0.0,1,5
2011-08-02,2011,8,2,16.9,1,5
2011-08-03,2011,8,3,0.0,1,5
2011-08-04,2011,8,4,0.0,1,5
2011-08-05,2011,8,5,0.7,1,5
2011-08-06,2011,8,6,2.1,1,5
2011-08-07,2011,8,7,0.7,1,5
2011-08-08,2011,8,8,0.0,1,5
2011-08-09,2011,8,9,0.0,1,5
2011-08-10,2011,8,10,0.0,1,5
2011-08-11,2011,8,11,2.8,1,5
2011-08-12,2011,8,12,34.7,1,5
2011-08-13,2011,8,13,0.0,1,5
2011-08-14,2011,8,14,0.0,1,5
2011-08-15,2011,8,15,1.4,1,5
2011-08-16,2011,8,16,0.0,1,5
2011-08-17,2011,8,17,0.0,1,5
2011-08-18,2011,8,18,0.0,1,5
2011-08-19,2011,8,19,0.0,1,5
2011-08-20,2011,8,20,0.0,1,5
2011-08-21,2011,8,21,0.0,1,5
2011-08-22,2011,8,22,0.0,1,5
2011-08-23,2011,8,23,1.4,1,5
2011-08-24,2011,8,24,0.0,1,5
2011-08-25,2011,8,25,0.0,1,5
2011-08-26,2011,8,26,0.0,1,5
2011-08-27,2011,8,27,2.9,1,5
2011-08-28,2011,8,28,17.4,1,5
2011-08-29,2011,8,29,0.0,1,5
2011-08-30,2011,8,30,0.0,1,5
2011-08-31,2011,8,31,0.0,1,5
2011-09-01,2011,9,1,0.0,1,5
2011-09-02,2011,9,2,0.0,1,5
2011-09-03,2011,9,3,0.0,1,5
2011-09-04,2011,9,4,0.0,1,5
2011-09-05,2011,9,5,0.0,1,5
2011-09-06,2011,9,6,12.5,1,5
2011-09-07,2011,9,7,0.0,1,5
2011-09-08,2011,9,8,0.0,1,5
2011-09-09,2011,9,9,6.2,1,5
2011-09-10,2011,9,10,18.1,1,5
2011-09-11,2011,9,11,11.8,1,5
2011-09-12,2011,9,12,0.0,1,5
2011-09-13,2011,9,13,0.0,1,5
2011-09-14,2011,9,14,0.0,1,5
2011-09-15,2011,9,15,2.1,1,5
2011-09-16,2011,9,16,0.7,1,5
2011-09-17,2011,9,17,0.7,1,5
2011-09-18,2011,9,18,0.0,1,5
2011-09-19,2011,9,19,0.0,1,5
2011-09-20,2011,9,20,23.7,1,5
2011-09-21,2011,9,21,1.4,1,5
2011-09-22,2011,9,22,0.0,1,5
2011-09-23,2011,9,23,2.8,1,5
2011-09-24,2011,9,24,0.0,1,5
2011-09-25,2011,9,25,0.0,1,5
2011-09-26,2011,9,26,0.0,1,5
2011-09-27,2011,9,27,2.8,1,5
2011-09-28,2011,9,28,0.0,1,5
2011-09-29,2011,9,29,8.3,1,5
2011-09-30,2011,9,30,2.1,1,5
2011-10-01,2011,10,1,0.0,1,5
2011-10-02,2011,10,2,0.0,1,5
2011-10-03,2011,10,3,25.7,1,5
2011-10-04,2011,10,4,1.4,1,5
2011-10-05,2011,10,5,0.0,1,5
2011-10-06,2011,10,6,0.0,1,5
2011-10-07,2011,10,7,5.6,1,5
2011-10-08,2011,10,8,0.0,1,5
2011-10-09,2011,10,9,0.0,1,5
2011-10-10,2011,10,10,0.0,1,5
2011-10-11,2011,10,11,0.0,1,5
2011-10-12,2011,10,12,0.0,1,5
2011-10-13,2011,10,13,0.0,1,5
2011-10-14,2011,10,14,2.1,1,5
2011-10-15,2011,10,15,2.1,1,5
2011-10-16,2011,10,16,2.1,1,5
2011-10-17,2011,10,17,8.6,1,5
2011-10-18,2011,10,18,4.3,1,5
2011-10-19,2011,10,19,0.0,1,5
2011-10-20,2011,10,20,0.7,1,5
2011-10-21,2011,10,21,7.6,1,5
2011-10-22,2011,10,22,0.0,1,5
2011-10-23,2011,10,23,6.9,1,5
2011-10-24,2011,10,24,0.0,1,5
2011-10-25,2011,10,25,1.4,1,5
2011-10-26,2011,10,26,0.0,1,5
2011-10-27,2011,10,27,2.8,1,5
2011-10-28,2011,10,28,3.5,1,5
2011-10-29,2011,10,29,0.0,1,5
2011-10-30,2011,10,30,0.0,1,5
2011-10-31,2011,10,31,25.2,1,5
2011-11-01,2011,11,1,13.2,1,5
2011-11-02,2011,11,2,14.6,1,5
2011-11-03,2011,11,3,14.0,1,5
2011-11-04,2011,11,4,16.0,1,5
2011-11-05,2011,11,5,2.8,1,5
2011-11-06,2011,11,6,1.4,1,5
2011-11-07,2011,11,7,0.0,1,5
2011-11-08,2011,11,8,1.4,1,5
2011-11-09,2011,11,9,0.0,1,5
2011-11-10,2011,11,10,0.0,1,5
2011-11-11,2011,11,11,0.0,1,5
2011-11-12,2011,11,12,0.0,1,5
2011-11-13,2011,11,13,0.0,1,5
2011-11-14,2011,11,14,0.7,1,5
2011-11-15,2011,11,15,0.0,1,5
2011-11-16,2011,11,16,0.0,1,5
2011-11-17,2011,11,17,0.0,1,5
2011-11-18,2011,11,18,0.0,1,5
2011-11-19,2011,11,19,0.0,1,5
2011-11-20,2011,11,20,0.0,1,5
2011-11-21,2011,11,21,0.0,1,5
2011-11-22,2011,11,22,0.0,1,5
2011-11-23,2011,11,23,2.1,1,5
2011-11-24,2011,11,24,0.0,1,5
2011-11-25,2011,11,25,1.4,1,5
2011-11-26,2011,11,26,1.4,1,5
2011-11-27,2011,11,27,17.1,1,5
2011-11-28,2011,11,28,2.1,1,5
2011-11-29,2011,11,29,24.3,1,5
2011-11-30,2011,11,30,6.2,1,5
