Date,Year,month,day,RH_AVG_preprocessed
2015-05-27,2015,5,27,72.0
2015-05-28,2015,5,28,74.0
2015-05-29,2015,5,29,76.0
2015-05-30,2015,5,30,80.0
2015-05-31,2015,5,31,81.0
2015-06-01,2015,6,1,70.0
2015-06-02,2015,6,2,79.0
2015-06-03,2015,6,3,70.0
2015-06-04,2015,6,4,78.0
2015-06-05,2015,6,5,80.0
2015-06-06,2015,6,6,78.0
2015-06-07,2015,6,7,76.0
2015-06-08,2015,6,8,74.0
2015-06-09,2015,6,9,75.0
2015-06-10,2015,6,10,75.0
2015-06-11,2015,6,11,74.0
2015-06-12,2015,6,12,79.0
2015-06-13,2015,6,13,74.0
2015-06-14,2015,6,14,81.0
2015-06-15,2015,6,15,86.0
2015-06-16,2015,6,16,74.0
2015-06-17,2015,6,17,82.0
2015-06-18,2015,6,18,79.0
2015-06-19,2015,6,19,74.0
2015-06-20,2015,6,20,74.0
2015-06-21,2015,6,21,74.0
2015-06-22,2015,6,22,61.0
2015-06-23,2015,6,23,58.0
2015-06-24,2015,6,24,64.0
2015-06-25,2015,6,25,57.0
2015-06-27,2015,6,27,60.0
2015-06-28,2015,6,28,65.0
2015-06-29,2015,6,29,76.0
2015-06-30,2015,6,30,65.0
2015-07-01,2015,7,1,61.0
2015-07-02,2015,7,2,74.0
2015-07-03,2015,7,3,66.0
2015-07-04,2015,7,4,66.0
2015-07-05,2015,7,5,62.0
2015-07-06,2015,7,6,75.0
2015-07-07,2015,7,7,83.0
2015-07-08,2015,7,8,68.0
2015-07-09,2015,7,9,66.0
2015-07-10,2015,7,10,74.0
2015-07-11,2015,7,11,74.0
2015-07-12,2015,7,12,63.0
2015-07-13,2015,7,13,80.0
2015-07-14,2015,7,14,79.0
2015-07-15,2015,7,15,66.0
2015-07-16,2015,7,16,66.0
2015-07-17,2015,7,17,74.0
2015-07-18,2015,7,18,74.0
2015-07-19,2015,7,19,69.0
2015-07-20,2015,7,20,62.0
2015-07-21,2015,7,21,79.0
2015-07-23,2015,7,23,77.0
2015-07-24,2015,7,24,73.0
2015-07-25,2015,7,25,81.0
2015-07-26,2015,7,26,74.0
2015-07-27,2015,7,27,74.0
2015-07-28,2015,7,28,72.0
2015-07-29,2015,7,29,76.0
2015-07-30,2015,7,30,80.0
2015-07-31,2015,7,31,75.0
2015-08-01,2015,8,1,77.0
2015-08-02,2015,8,2,78.0
2015-08-03,2015,8,3,74.0
2015-08-04,2015,8,4,62.0
2015-08-05,2015,8,5,66.0
2015-08-06,2015,8,6,61.0
2015-08-07,2015,8,7,72.0
2015-08-08,2015,8,8,76.0
2015-08-09,2015,8,9,67.0
2015-08-10,2015,8,10,72.0
2015-08-11,2015,8,11,73.0
2015-08-12,2015,8,12,74.0
2015-08-13,2015,8,13,74.0
2015-08-14,2015,8,14,69.0
2015-08-15,2015,8,15,74.0
2015-08-16,2015,8,16,74.0
2015-08-17,2015,8,17,74.0
2015-08-18,2015,8,18,74.0
2015-08-19,2015,8,19,74.0
2015-08-20,2015,8,20,74.0
2015-08-21,2015,8,21,74.0
2015-08-22,2015,8,22,74.0
2015-08-23,2015,8,23,74.0
2015-08-24,2015,8,24,57.0
2015-08-26,2015,8,26,68.0
2015-08-27,2015,8,27,74.0
2015-08-28,2015,8,28,74.0
2015-08-29,2015,8,29,74.0
2015-08-31,2015,8,31,74.0
2015-09-01,2015,9,1,74.0
2015-09-02,2015,9,2,74.0
2015-09-03,2015,9,3,74.0
2015-09-04,2015,9,4,74.0
2015-09-05,2015,9,5,74.0
2015-09-06,2015,9,6,74.0
2015-09-07,2015,9,7,76.0
2015-09-08,2015,9,8,74.0
2015-09-09,2015,9,9,74.0
2015-09-10,2015,9,10,74.0
2015-09-11,2015,9,11,81.0
2015-09-12,2015,9,12,75.0
2015-09-13,2015,9,13,82.0
2015-09-14,2015,9,14,63.0
2015-09-15,2015,9,15,64.0
2015-09-16,2015,9,16,63.0
2015-09-17,2015,9,17,69.0
2015-09-18,2015,9,18,71.0
2015-09-19,2015,9,19,75.0
2015-09-20,2015,9,20,83.0
2015-09-21,2015,9,21,76.0
2015-09-22,2015,9,22,77.0
2015-09-23,2015,9,23,77.0
2015-09-24,2015,9,24,67.0
2015-09-25,2015,9,25,68.0
2015-09-26,2015,9,26,72.0
2015-09-27,2015,9,27,80.0
2015-09-28,2015,9,28,72.0
2015-09-29,2015,9,29,84.0
2015-09-30,2015,9,30,68.0
2015-10-01,2015,10,1,79.0
2015-10-02,2015,10,2,69.0
2015-10-03,2015,10,3,72.0
2015-10-04,2015,10,4,65.0
2015-10-05,2015,10,5,78.0
2015-10-06,2015,10,6,80.0
2015-10-07,2015,10,7,81.0
2015-10-08,2015,10,8,72.0
2015-10-09,2015,10,9,81.0
2015-10-10,2015,10,10,78.0
2015-10-11,2015,10,11,77.0
2015-10-12,2015,10,12,79.0
2015-10-13,2015,10,13,80.0
2015-10-14,2015,10,14,82.0
2015-10-15,2015,10,15,85.0
2015-10-16,2015,10,16,81.0
2015-10-17,2015,10,17,76.0
2015-10-18,2015,10,18,76.0
2015-10-19,2015,10,19,74.0
2015-10-20,2015,10,20,83.0
2015-10-21,2015,10,21,79.0
2015-10-22,2015,10,22,84.0
2015-10-23,2015,10,23,84.0
2015-10-24,2015,10,24,80.0
2015-10-25,2015,10,25,83.0
2015-10-26,2015,10,26,86.0
2015-10-27,2015,10,27,88.0
2015-10-28,2015,10,28,89.0
2015-10-29,2015,10,29,81.0
2015-10-30,2015,10,30,74.0
2015-10-31,2015,10,31,79.0
2015-11-01,2015,11,1,83.0
2015-11-02,2015,11,2,84.0
2015-11-03,2015,11,3,77.0
2015-11-04,2015,11,4,84.0
2015-11-05,2015,11,5,88.0
2015-11-06,2015,11,6,80.0
2015-11-07,2015,11,7,79.0
2015-11-08,2015,11,8,76.0
2015-11-09,2015,11,9,81.0
2015-11-10,2015,11,10,91.0
2015-11-11,2015,11,11,83.0
2015-11-12,2015,11,12,79.0
2015-11-13,2015,11,13,84.0
2015-11-14,2015,11,14,79.0
2015-11-15,2015,11,15,82.0
2015-11-16,2015,11,16,83.0
2015-11-17,2015,11,17,76.0
2015-11-18,2015,11,18,77.0
2015-11-19,2015,11,19,86.0
2015-11-20,2015,11,20,80.0
2015-11-21,2015,11,21,71.0
2015-11-22,2015,11,22,75.0
2015-11-23,2015,11,23,76.0
2015-11-24,2015,11,24,82.0
2015-11-25,2015,11,25,83.0
2015-11-26,2015,11,26,81.0
2015-11-27,2015,11,27,78.0
2015-11-28,2015,11,28,77.0
2015-11-29,2015,11,29,84.0
2015-11-30,2015,11,30,79.0
2015-12-01,2015,12,1,85.0
2015-12-02,2015,12,2,82.0
2015-12-03,2015,12,3,80.0
2015-12-04,2015,12,4,84.0
2015-12-05,2015,12,5,79.0
2015-12-06,2015,12,6,88.0
2015-12-08,2015,12,8,71.0
2015-12-09,2015,12,9,79.0
2015-12-10,2015,12,10,84.0
2015-12-11,2015,12,11,80.0
2015-12-12,2015,12,12,82.0
2015-12-13,2015,12,13,80.0
2015-12-14,2015,12,14,78.0
2015-12-15,2015,12,15,83.0
2015-12-16,2015,12,16,72.0
2015-12-17,2015,12,17,68.0
2015-12-18,2015,12,18,75.0
2015-12-19,2015,12,19,86.0
2015-12-20,2015,12,20,76.0
2015-12-21,2015,12,21,68.0
2015-12-22,2015,12,22,77.0
2015-12-23,2015,12,23,74.0
2015-12-24,2015,12,24,73.0
2015-12-25,2015,12,25,71.0
2015-12-26,2015,12,26,75.0
2015-12-27,2015,12,27,87.0
2015-12-28,2015,12,28,78.0
2015-12-29,2015,12,29,83.0
2015-12-30,2015,12,30,72.0
2015-12-31,2015,12,31,70.0
2016-01-01,2016,1,1,70.0
2016-01-02,2016,1,2,75.0
2016-01-03,2016,1,3,73.0
2016-01-04,2016,1,4,68.0
2016-01-05,2016,1,5,73.0
2016-01-06,2016,1,6,71.0
2016-01-07,2016,1,7,70.0
2016-01-08,2016,1,8,68.0
2016-01-09,2016,1,9,73.0
2016-01-10,2016,1,10,68.0
2016-01-11,2016,1,11,82.0
2016-01-12,2016,1,12,77.0
2016-01-13,2016,1,13,72.0
2016-01-14,2016,1,14,79.0
2016-01-15,2016,1,15,87.0
2016-01-16,2016,1,16,80.0
2016-01-17,2016,1,17,88.0
2016-01-18,2016,1,18,78.0
2016-01-19,2016,1,19,80.0
2016-01-20,2016,1,20,73.0
2016-01-21,2016,1,21,74.0
2016-01-22,2016,1,22,80.0
2016-01-23,2016,1,23,79.0
2016-01-24,2016,1,24,71.0
2016-01-25,2016,1,25,72.0
2016-01-26,2016,1,26,77.0
2016-01-27,2016,1,27,83.0
2016-01-28,2016,1,28,84.0
2016-01-29,2016,1,29,85.0
2016-01-30,2016,1,30,75.0
2016-01-31,2016,1,31,80.0
2016-02-01,2016,2,1,75.0
2016-02-02,2016,2,2,72.0
2016-02-03,2016,2,3,73.0
2016-02-04,2016,2,4,71.0
2016-02-05,2016,2,5,80.0
2016-02-06,2016,2,6,85.0
2016-02-07,2016,2,7,80.0
2016-02-08,2016,2,8,78.0
2016-02-09,2016,2,9,77.0
2016-02-10,2016,2,10,85.0
2016-02-12,2016,2,12,78.0
2016-02-13,2016,2,13,72.0
2016-02-14,2016,2,14,82.0
2016-02-15,2016,2,15,87.0
2016-02-16,2016,2,16,78.0
2016-02-17,2016,2,17,76.0
2016-02-18,2016,2,18,72.0
2016-02-19,2016,2,19,71.0
2016-02-20,2016,2,20,69.0
2016-02-21,2016,2,21,69.0
2016-02-22,2016,2,22,69.0
2016-02-23,2016,2,23,70.0
2016-02-24,2016,2,24,74.0
2016-02-25,2016,2,25,68.0
2016-02-26,2016,2,26,71.0
2016-02-27,2016,2,27,69.0
2016-02-28,2016,2,28,69.0
2016-02-29,2016,2,29,69.0
2016-03-01,2016,3,1,70.0
2016-03-02,2016,3,2,70.0
2016-03-03,2016,3,3,68.0
2016-03-04,2016,3,4,69.0
2016-03-05,2016,3,5,72.0
2016-03-06,2016,3,6,77.0
2016-03-07,2016,3,7,73.0
2016-03-08,2016,3,8,74.0
2016-03-09,2016,3,9,76.0
2016-03-10,2016,3,10,73.0
2016-03-11,2016,3,11,68.0
2016-03-12,2016,3,12,70.0
2016-03-13,2016,3,13,71.0
2016-03-14,2016,3,14,73.0
2016-03-15,2016,3,15,78.0
2016-03-16,2016,3,16,73.0
2016-03-17,2016,3,17,63.0
2016-03-18,2016,3,18,68.0
2016-03-19,2016,3,19,72.0
2016-03-20,2016,3,20,72.0
2016-03-21,2016,3,21,78.0
2016-03-22,2016,3,22,66.0
2016-03-23,2016,3,23,68.0
2016-03-24,2016,3,24,72.0
2016-03-25,2016,3,25,71.0
2016-03-26,2016,3,26,79.0
2016-03-27,2016,3,27,80.0
2016-03-28,2016,3,28,75.0
2016-03-29,2016,3,29,73.0
2016-03-30,2016,3,30,74.0
2016-03-31,2016,3,31,77.0
2016-04-01,2016,4,1,81.0
2016-04-02,2016,4,2,73.0
2016-04-03,2016,4,3,78.0
2016-04-04,2016,4,4,84.0
2016-04-05,2016,4,5,82.0
2016-04-06,2016,4,6,83.0
2016-04-07,2016,4,7,80.0
2016-04-08,2016,4,8,75.0
2016-04-09,2016,4,9,85.0
2016-04-10,2016,4,10,75.0
2016-04-11,2016,4,11,85.0
2016-04-12,2016,4,12,71.0
2016-04-13,2016,4,13,72.0
2016-04-14,2016,4,14,69.0
2016-04-15,2016,4,15,77.0
2016-04-16,2016,4,16,72.0
2016-04-17,2016,4,17,84.0
2016-04-18,2016,4,18,81.0
2016-04-19,2016,4,19,74.0
2016-04-20,2016,4,20,75.0
2016-04-21,2016,4,21,73.0
2016-04-22,2016,4,22,72.0
2016-04-23,2016,4,23,75.0
2016-04-24,2016,4,24,72.0
2016-04-25,2016,4,25,72.0
2016-04-26,2016,4,26,73.0
2016-04-27,2016,4,27,73.0
2016-04-28,2016,4,28,67.0
2016-04-29,2016,4,29,75.0
2016-04-30,2016,4,30,75.0
2016-05-01,2016,5,1,71.0
2016-05-02,2016,5,2,70.0
2016-05-03,2016,5,3,71.0
2016-05-04,2016,5,4,85.0
2016-05-05,2016,5,5,81.0
2016-05-06,2016,5,6,76.0
2016-05-07,2016,5,7,81.0
2016-05-08,2016,5,8,73.0
2016-05-09,2016,5,9,75.0
2016-05-10,2016,5,10,76.0
2016-05-11,2016,5,11,76.0
2016-05-12,2016,5,12,82.0
2016-05-13,2016,5,13,74.0
2016-05-14,2016,5,14,80.0
2016-05-15,2016,5,15,86.0
2016-05-16,2016,5,16,79.0
2016-05-17,2016,5,17,75.0
2016-05-18,2016,5,18,73.0
2016-05-19,2016,5,19,74.0
2016-05-20,2016,5,20,78.0
2016-05-21,2016,5,21,79.0
2016-05-22,2016,5,22,69.0
2016-05-23,2016,5,23,69.0
2016-05-24,2016,5,24,71.0
2016-05-25,2016,5,25,79.0
2016-05-26,2016,5,26,72.0
2016-05-27,2016,5,27,80.0
2016-05-28,2016,5,28,86.0
2016-05-29,2016,5,29,71.0
2016-05-30,2016,5,30,82.0
2016-05-31,2016,5,31,68.0
2016-06-01,2016,6,1,66.0
2016-06-02,2016,6,2,82.0
2016-06-03,2016,6,3,60.0
2016-06-04,2016,6,4,61.0
2016-06-05,2016,6,5,64.0
2016-06-06,2016,6,6,69.0
2016-06-07,2016,6,7,71.0
2016-06-08,2016,6,8,60.0
2016-06-09,2016,6,9,60.0
2016-06-10,2016,6,10,62.0
2016-06-11,2016,6,11,70.0
2016-06-12,2016,6,12,74.0
2016-06-13,2016,6,13,70.0
2016-06-14,2016,6,14,71.0
2016-06-15,2016,6,15,65.0
2016-06-16,2016,6,16,75.0
2016-06-17,2016,6,17,74.0
2016-06-18,2016,6,18,67.0
2016-06-19,2016,6,19,66.0
2016-06-20,2016,6,20,63.0
2016-06-21,2016,6,21,69.0
2016-06-22,2016,6,22,58.0
2016-06-23,2016,6,23,73.0
2016-06-24,2016,6,24,60.0
2016-06-25,2016,6,25,54.0
2016-06-26,2016,6,26,55.0
2016-06-27,2016,6,27,57.0
2016-06-28,2016,6,28,60.0
2016-06-29,2016,6,29,62.0
2016-06-30,2016,6,30,63.0
2016-07-01,2016,7,1,56.0
2016-07-02,2016,7,2,58.0
2016-07-03,2016,7,3,60.0
2016-07-04,2016,7,4,68.0
2016-07-05,2016,7,5,62.0
2016-07-06,2016,7,6,77.0
2016-07-07,2016,7,7,75.0
2016-07-08,2016,7,8,67.0
2016-07-09,2016,7,9,74.0
2016-07-10,2016,7,10,62.0
2016-07-11,2016,7,11,57.0
2016-07-12,2016,7,12,61.0
2016-07-13,2016,7,13,67.0
2016-07-14,2016,7,14,67.0
2016-07-15,2016,7,15,66.0
2016-07-16,2016,7,16,74.0
2016-07-17,2016,7,17,72.0
2016-07-18,2016,7,18,86.0
2016-07-19,2016,7,19,78.0
2016-07-20,2016,7,20,77.0
2016-07-21,2016,7,21,60.0
2016-07-22,2016,7,22,64.0
2016-07-23,2016,7,23,74.0
2016-07-24,2016,7,24,76.0
2016-07-25,2016,7,25,71.0
2016-07-26,2016,7,26,74.0
2016-07-27,2016,7,27,62.0
2016-07-28,2016,7,28,58.0
2016-07-29,2016,7,29,59.0
2016-07-30,2016,7,30,61.0
2016-07-31,2016,7,31,62.0
2016-08-01,2016,8,1,54.0
2016-08-02,2016,8,2,44.0
2016-08-03,2016,8,3,50.0
2016-08-04,2016,8,4,51.0
2016-08-05,2016,8,5,55.0
2016-08-06,2016,8,6,58.0
2016-08-07,2016,8,7,66.0
2016-08-08,2016,8,8,60.0
2016-08-09,2016,8,9,60.0
2016-08-10,2016,8,10,62.0
2016-08-11,2016,8,11,60.0
2016-08-12,2016,8,12,63.0
2016-08-13,2016,8,13,58.0
2016-08-14,2016,8,14,54.0
2016-08-15,2016,8,15,68.0
2016-08-16,2016,8,16,56.0
2016-08-17,2016,8,17,64.0
2016-08-18,2016,8,18,61.0
2016-08-19,2016,8,19,57.0
2016-08-20,2016,8,20,57.0
2016-08-21,2016,8,21,60.0
2016-08-22,2016,8,22,60.0
2016-08-23,2016,8,23,76.0
2016-08-24,2016,8,24,87.0
2016-08-25,2016,8,25,78.0
2016-08-26,2016,8,26,72.0
2016-08-27,2016,8,27,67.0
2016-08-28,2016,8,28,69.0
2016-08-29,2016,8,29,62.0
2016-08-30,2016,8,30,74.0
2016-08-31,2016,8,31,86.0
2016-09-01,2016,9,1,66.0
2016-09-02,2016,9,2,76.0
2016-09-03,2016,9,3,67.0
2016-09-04,2016,9,4,64.0
2016-09-05,2016,9,5,62.0
2016-09-06,2016,9,6,72.0
2016-09-07,2016,9,7,72.0
2016-09-08,2016,9,8,85.0
2016-09-09,2016,9,9,68.0
2016-09-10,2016,9,10,60.0
2016-09-11,2016,9,11,60.0
2016-09-12,2016,9,12,63.0
2016-09-13,2016,9,13,59.0
2016-09-14,2016,9,14,56.0
2016-09-15,2016,9,15,60.0
2016-09-16,2016,9,16,68.0
2016-09-17,2016,9,17,66.0
2016-09-18,2016,9,18,68.0
2016-09-19,2016,9,19,62.0
2016-09-20,2016,9,20,63.0
2016-09-21,2016,9,21,68.0
2016-09-22,2016,9,22,68.0
2016-09-23,2016,9,23,68.0
2016-09-24,2016,9,24,68.0
2016-09-25,2016,9,25,57.0
2016-09-26,2016,9,26,68.0
2016-09-27,2016,9,27,65.0
2016-09-28,2016,9,28,59.0
2016-09-29,2016,9,29,62.0
2016-09-30,2016,9,30,68.0
2016-10-01,2016,10,1,68.0
2016-10-02,2016,10,2,68.0
2016-10-03,2016,10,3,57.0
2016-10-04,2016,10,4,68.0
2016-10-05,2016,10,5,64.0
2016-10-06,2016,10,6,61.0
2016-10-07,2016,10,7,58.0
2016-10-08,2016,10,8,56.0
2016-10-09,2016,10,9,68.0
2016-10-10,2016,10,10,59.0
2016-10-11,2016,10,11,59.0
2016-10-12,2016,10,12,68.0
2016-10-13,2016,10,13,68.0
2016-10-14,2016,10,14,67.0
2016-10-15,2016,10,15,60.0
2016-10-16,2016,10,16,86.0
2016-10-17,2016,10,17,92.0
2016-10-18,2016,10,18,86.0
2016-10-19,2016,10,19,91.0
2016-10-20,2016,10,20,89.0
2016-10-21,2016,10,21,73.0
2016-10-22,2016,10,22,67.0
2016-10-23,2016,10,23,70.0
2016-10-24,2016,10,24,67.0
2016-10-25,2016,10,25,90.0
2016-10-26,2016,10,26,68.0
2016-10-27,2016,10,27,69.0
2016-10-28,2016,10,28,73.0
2016-10-29,2016,10,29,85.0
2016-10-30,2016,10,30,88.0
2016-10-31,2016,10,31,74.0
2016-11-01,2016,11,1,70.0
2016-11-02,2016,11,2,80.0
2016-11-03,2016,11,3,85.0
2016-11-04,2016,11,4,84.0
2016-11-05,2016,11,5,80.0
2016-11-06,2016,11,6,77.0
2016-11-07,2016,11,7,91.0
2016-11-08,2016,11,8,83.0
2016-11-09,2016,11,9,83.0
2016-11-10,2016,11,10,82.0
2016-11-11,2016,11,11,73.0
2016-11-12,2016,11,12,84.0
2016-11-13,2016,11,13,88.0
2016-11-14,2016,11,14,85.0
2016-11-15,2016,11,15,88.0
2016-11-16,2016,11,16,79.0
2016-11-17,2016,11,17,86.0
2016-11-18,2016,11,18,87.0
2016-11-19,2016,11,19,87.0
2016-11-20,2016,11,20,81.0
2016-11-21,2016,11,21,78.0
2016-11-22,2016,11,22,78.0
2016-11-23,2016,11,23,87.0
2016-11-24,2016,11,24,81.0
2016-11-25,2016,11,25,76.0
2016-11-26,2016,11,26,82.0
2016-11-27,2016,11,27,86.0
2016-11-28,2016,11,28,83.0
2016-11-29,2016,11,29,81.0
2016-11-30,2016,11,30,80.0
2016-12-01,2016,12,1,92.0
2016-12-02,2016,12,2,85.0
2016-12-03,2016,12,3,91.0
2016-12-04,2016,12,4,88.0
2016-12-05,2016,12,5,88.0
2016-12-06,2016,12,6,76.0
2016-12-07,2016,12,7,74.0
2016-12-08,2016,12,8,62.0
2016-12-09,2016,12,9,80.0
2016-12-10,2016,12,10,70.0
2016-12-11,2016,12,11,69.0
2016-12-12,2016,12,12,71.0
2016-12-13,2016,12,13,76.0
2016-12-14,2016,12,14,77.0
2016-12-15,2016,12,15,69.0
2016-12-16,2016,12,16,71.0
2016-12-17,2016,12,17,75.0
2016-12-18,2016,12,18,80.0
2016-12-19,2016,12,19,83.0
2016-12-20,2016,12,20,84.0
2016-12-21,2016,12,21,85.0
2016-12-22,2016,12,22,90.0
2016-12-23,2016,12,23,86.0
2016-12-24,2016,12,24,84.0
2016-12-25,2016,12,25,81.0
2016-12-26,2016,12,26,78.0
2016-12-27,2016,12,27,72.0
2016-12-28,2016,12,28,78.0
2016-12-29,2016,12,29,78.0
2016-12-30,2016,12,30,72.0
2016-12-31,2016,12,31,72.0
2017-01-01,2017,1,1,79.0
2017-01-02,2017,1,2,82.0
2017-01-03,2017,1,3,85.0
2017-01-04,2017,1,4,94.0
2017-01-05,2017,1,5,89.0
2017-01-06,2017,1,6,91.0
2017-01-07,2017,1,7,93.0
2017-01-08,2017,1,8,79.0
2017-01-09,2017,1,9,69.0
2017-01-10,2017,1,10,64.0
2017-01-11,2017,1,11,69.0
2017-01-12,2017,1,12,82.0
2017-01-13,2017,1,13,84.0
2017-01-14,2017,1,14,83.0
2017-01-15,2017,1,15,79.0
2017-01-16,2017,1,16,78.0
2017-01-17,2017,1,17,87.0
2017-01-18,2017,1,18,83.0
2017-01-19,2017,1,19,81.0
2017-01-20,2017,1,20,93.0
2017-01-21,2017,1,21,80.0
2017-01-22,2017,1,22,82.0
2017-01-23,2017,1,23,91.0
2017-01-24,2017,1,24,87.0
2017-01-25,2017,1,25,74.0
2017-01-26,2017,1,26,78.0
2017-01-27,2017,1,27,79.0
2017-01-28,2017,1,28,80.0
2017-01-29,2017,1,29,72.0
2017-01-30,2017,1,30,74.0
2017-01-31,2017,1,31,79.0
2017-02-01,2017,2,1,76.0
2017-02-02,2017,2,2,71.0
2017-02-03,2017,2,3,77.0
2017-02-04,2017,2,4,81.0
2017-02-05,2017,2,5,76.0
2017-02-06,2017,2,6,73.0
2017-02-07,2017,2,7,75.0
2017-02-08,2017,2,8,79.0
2017-02-09,2017,2,9,71.0
2017-02-10,2017,2,10,71.0
2017-02-11,2017,2,11,65.0
2017-02-12,2017,2,12,69.0
2017-02-13,2017,2,13,74.0
2017-02-14,2017,2,14,69.0
2017-02-15,2017,2,15,70.0
2017-02-16,2017,2,16,75.0
2017-02-17,2017,2,17,67.0
2017-02-18,2017,2,18,67.0
2017-02-19,2017,2,19,74.0
2017-02-20,2017,2,20,78.0
2017-02-21,2017,2,21,79.0
2017-02-22,2017,2,22,78.0
2017-02-23,2017,2,23,79.0
2017-02-24,2017,2,24,72.0
2017-02-25,2017,2,25,78.0
2017-02-26,2017,2,26,83.0
2017-02-27,2017,2,27,73.0
2017-02-28,2017,2,28,84.0
2017-03-01,2017,3,1,80.0
2017-03-02,2017,3,2,83.0
2017-03-03,2017,3,3,81.0
2017-03-04,2017,3,4,87.0
2017-03-05,2017,3,5,90.0
2017-03-06,2017,3,6,80.0
2017-03-07,2017,3,7,80.0
2017-03-08,2017,3,8,79.0
2017-03-09,2017,3,9,76.0
2017-03-10,2017,3,10,70.0
2017-03-11,2017,3,11,75.0
2017-03-12,2017,3,12,74.0
2017-03-13,2017,3,13,63.0
2017-03-14,2017,3,14,68.0
2017-03-15,2017,3,15,72.0
2017-03-16,2017,3,16,86.0
2017-03-17,2017,3,17,73.0
2017-03-18,2017,3,18,76.0
2017-03-19,2017,3,19,83.0
2017-03-20,2017,3,20,81.0
2017-03-21,2017,3,21,70.0
2017-03-22,2017,3,22,72.0
2017-03-23,2017,3,23,69.0
2017-03-24,2017,3,24,68.0
2017-03-25,2017,3,25,74.0
2017-03-26,2017,3,26,80.0
2017-03-27,2017,3,27,84.0
2017-03-28,2017,3,28,87.0
2017-03-29,2017,3,29,88.0
2017-03-30,2017,3,30,78.0
2017-03-31,2017,3,31,78.0
2017-04-01,2017,4,1,80.0
2017-04-02,2017,4,2,74.0
2017-04-03,2017,4,3,73.0
2017-04-04,2017,4,4,71.0
2017-04-05,2017,4,5,76.0
2017-04-06,2017,4,6,80.0
2017-04-07,2017,4,7,79.0
2017-04-08,2017,4,8,74.0
2017-04-09,2017,4,9,80.0
2017-04-10,2017,4,10,83.0
2017-04-11,2017,4,11,80.0
2017-04-12,2017,4,12,85.0
2017-04-13,2017,4,13,84.0
2017-04-14,2017,4,14,78.0
2017-04-15,2017,4,15,70.0
2017-04-16,2017,4,16,75.0
2017-04-17,2017,4,17,82.0
2017-04-18,2017,4,18,78.0
2017-04-19,2017,4,19,73.0
2017-04-20,2017,4,20,79.0
2017-04-21,2017,4,21,74.0
2017-04-22,2017,4,22,79.0
2017-04-23,2017,4,23,82.0
2017-04-24,2017,4,24,73.0
2017-04-25,2017,4,25,74.0
2017-04-26,2017,4,26,74.0
2017-04-27,2017,4,27,73.0
2017-04-28,2017,4,28,84.0
2017-04-29,2017,4,29,70.0
2017-04-30,2017,4,30,81.0
2017-05-01,2017,5,1,77.0
2017-05-02,2017,5,2,83.0
2017-05-03,2017,5,3,79.0
2017-05-04,2017,5,4,79.0
2017-05-05,2017,5,5,80.0
2017-05-06,2017,5,6,77.0
2017-05-07,2017,5,7,75.0
2017-05-08,2017,5,8,76.0
2017-05-09,2017,5,9,85.0
2017-05-10,2017,5,10,84.0
2017-05-11,2017,5,11,83.0
2017-05-12,2017,5,12,86.0
2017-05-13,2017,5,13,75.0
2017-05-14,2017,5,14,76.0
2017-05-15,2017,5,15,71.0
2017-05-16,2017,5,16,75.0
2017-05-17,2017,5,17,81.0
2017-05-18,2017,5,18,88.0
2017-05-19,2017,5,19,74.0
2017-05-20,2017,5,20,77.0
2017-05-21,2017,5,21,76.0
2017-05-22,2017,5,22,66.0
2017-05-23,2017,5,23,68.0
2017-05-24,2017,5,24,80.0
2017-05-25,2017,5,25,87.0
2017-05-26,2017,5,26,61.0
2017-05-27,2017,5,27,68.0
2017-05-28,2017,5,28,58.0
2017-05-29,2017,5,29,61.0
2017-05-30,2017,5,30,71.0
2017-05-31,2017,5,31,63.0
2017-06-01,2017,6,1,62.0
2017-06-02,2017,6,2,64.0
2017-06-03,2017,6,3,60.0
2017-06-04,2017,6,4,66.0
2017-06-05,2017,6,5,65.0
2017-06-06,2017,6,6,59.0
2017-06-07,2017,6,7,65.0
2017-06-08,2017,6,8,68.0
2017-06-09,2017,6,9,55.0
2017-06-10,2017,6,10,57.0
2017-06-11,2017,6,11,62.0
2017-06-12,2017,6,12,71.0
2017-06-13,2017,6,13,72.0
2017-06-14,2017,6,14,74.0
2017-06-15,2017,6,15,78.0
2017-06-16,2017,6,16,74.0
2017-06-17,2017,6,17,68.0
2017-06-18,2017,6,18,61.0
2017-06-19,2017,6,19,58.0
2017-06-20,2017,6,20,60.0
2017-06-21,2017,6,21,64.0
2017-06-22,2017,6,22,66.0
2017-06-23,2017,6,23,62.0
2017-06-24,2017,6,24,81.0
2017-06-25,2017,6,25,81.0
2017-06-26,2017,6,26,71.0
2017-06-27,2017,6,27,57.0
2017-06-28,2017,6,28,62.0
2017-06-29,2017,6,29,66.0
2017-06-30,2017,6,30,68.0
2017-07-01,2017,7,1,58.0
2017-07-02,2017,7,2,59.0
2017-07-03,2017,7,3,62.0
2017-07-04,2017,7,4,63.0
2017-07-05,2017,7,5,60.0
2017-07-06,2017,7,6,61.0
2017-07-07,2017,7,7,61.0
2017-07-08,2017,7,8,62.0
2017-07-09,2017,7,9,59.0
2017-07-10,2017,7,10,66.0
2017-07-11,2017,7,11,67.0
2017-07-12,2017,7,12,57.0
2017-07-13,2017,7,13,59.0
2017-07-14,2017,7,14,61.0
2017-07-16,2017,7,16,52.0
2017-07-17,2017,7,17,52.0
