Date,Location,SST,RAD,DayOfYear,Year,Month,Quarter,Season
2011-08-18,0N90E,29.25,250.87,230,2011,8,3,JJA
2011-08-19,0N90E,29.22,185.84,231,2011,8,3,JJA
2011-08-20,0N90E,29.33,231.37,232,2011,8,3,JJA
2011-08-21,0N90E,29.71,286.88,233,2011,8,3,JJA
2011-08-22,0N90E,29.39,251.18,234,2011,8,3,JJA
2011-08-23,0N90E,29.24,294.3,235,2011,8,3,JJA
2011-08-24,0N90E,29.25,205.66,236,2011,8,3,JJA
2011-08-25,0N90E,29.25,214.71,237,2011,8,3,JJA
2011-08-26,0N90E,29.23,250.68,238,2011,8,3,JJA
2011-08-27,0N90E,29.1,143.95,239,2011,8,3,JJA
2011-08-28,0N90E,28.96,60.82,240,2011,8,3,JJA
2011-08-29,0N90E,29.02,231.16,241,2011,8,3,JJA
2011-08-30,0N90E,29.05,276.02,242,2011,8,3,JJA
2011-08-31,0N90E,29.06,255.83,243,2011,8,3,JJA
2011-09-01,0N90E,29.05,220.24,244,2011,9,3,SON
2011-09-02,0N90E,29.08,260.74,245,2011,9,3,SON
2011-09-03,0N90E,29.09,250.74,246,2011,9,3,SON
2011-09-04,0N90E,29.13,289.78,247,2011,9,3,SON
2011-09-05,0N90E,29.12,271.65,248,2011,9,3,SON
2011-09-06,0N90E,29.1,206.11,249,2011,9,3,SON
2011-09-07,0N90E,28.98,111.46,250,2011,9,3,SON
2011-09-08,0N90E,29.08,309.23,251,2011,9,3,SON
2011-09-09,0N90E,28.85,68.33,252,2011,9,3,SON
2011-09-10,0N90E,28.77,97.12,253,2011,9,3,SON
2011-09-11,0N90E,28.66,47.35,254,2011,9,3,SON
2011-09-12,0N90E,28.76,270.03,255,2011,9,3,SON
2011-09-13,0N90E,28.87,286.79,256,2011,9,3,SON
2011-09-14,0N90E,28.79,109.64,257,2011,9,3,SON
2011-09-15,0N90E,28.91,272.74,258,2011,9,3,SON
2011-09-16,0N90E,28.79,95.29,259,2011,9,3,SON
2011-09-17,0N90E,28.72,58.14,260,2011,9,3,SON
2011-09-18,0N90E,28.67,96.09,261,2011,9,3,SON
2011-09-19,0N90E,28.67,142.08,262,2011,9,3,SON
2011-09-20,0N90E,28.41,82.56,263,2011,9,3,SON
2011-09-21,0N90E,28.48,64.41,264,2011,9,3,SON
2011-09-22,0N90E,28.66,280.25,265,2011,9,3,SON
2011-09-23,0N90E,28.7,291.65,266,2011,9,3,SON
2011-09-24,0N90E,28.72,234.27,267,2011,9,3,SON
2011-09-25,0N90E,28.98,275.58,268,2011,9,3,SON
2011-09-26,0N90E,28.93,243.66,269,2011,9,3,SON
2011-09-27,0N90E,28.98,313.23,270,2011,9,3,SON
2011-09-28,0N90E,28.93,191.88,271,2011,9,3,SON
2011-09-29,0N90E,29.04,285.46,272,2011,9,3,SON
2011-09-30,0N90E,28.87,193.86,273,2011,9,3,SON
2011-10-01,0N90E,28.93,270.39,274,2011,10,4,SON
2011-10-02,0N90E,29.01,258.33,275,2011,10,4,SON
2011-10-03,0N90E,28.89,174.66,276,2011,10,4,SON
2011-10-04,0N90E,28.77,157.88,277,2011,10,4,SON
2011-10-05,0N90E,29.2,319.43,278,2011,10,4,SON
2011-10-06,0N90E,29.5,296.56,279,2011,10,4,SON
2011-10-07,0N90E,28.83,181.99,280,2011,10,4,SON
2011-10-08,0N90E,28.76,292.32,281,2011,10,4,SON
2011-10-09,0N90E,28.96,315.11,282,2011,10,4,SON
2011-10-10,0N90E,29.01,320.37,283,2011,10,4,SON
2011-10-11,0N90E,29.03,301.35,284,2011,10,4,SON
2011-10-12,0N90E,29.23,299.17,285,2011,10,4,SON
2011-10-13,0N90E,29.35,317.59,286,2011,10,4,SON
2011-10-14,0N90E,29.22,297.64,287,2011,10,4,SON
2011-10-15,0N90E,29.21,294.44,288,2011,10,4,SON
2011-10-16,0N90E,29.2,226.48,289,2011,10,4,SON
2011-10-17,0N90E,29.14,166.49,290,2011,10,4,SON
2011-10-18,0N90E,29.24,213.2,291,2011,10,4,SON
2011-10-19,0N90E,29.22,213.11,292,2011,10,4,SON
2011-10-20,0N90E,29.35,278.81,293,2011,10,4,SON
2011-10-21,0N90E,29.1,106.16,294,2011,10,4,SON
2011-10-22,0N90E,29.25,269.94,295,2011,10,4,SON
2011-10-23,0N90E,29.55,282.32,296,2011,10,4,SON
2011-10-24,0N90E,29.35,253.91,297,2011,10,4,SON
2011-10-25,0N90E,29.36,301.26,298,2011,10,4,SON
2011-10-26,0N90E,29.23,217.84,299,2011,10,4,SON
2011-10-27,0N90E,29.47,268.28,300,2011,10,4,SON
2011-10-28,0N90E,29.39,193.57,301,2011,10,4,SON
2011-10-29,0N90E,29.57,236.1,302,2011,10,4,SON
2011-10-30,0N90E,29.59,297.08,303,2011,10,4,SON
2011-10-31,0N90E,29.27,202.32,304,2011,10,4,SON
2011-11-01,0N90E,29.12,222.57,305,2011,11,4,SON
2011-11-02,0N90E,29.09,95.42,306,2011,11,4,SON
2011-11-03,0N90E,29.14,78.77,307,2011,11,4,SON
2011-11-04,0N90E,29.1,61.09,308,2011,11,4,SON
2011-11-05,0N90E,29.14,109.99,309,2011,11,4,SON
2011-11-06,0N90E,29.26,287.01,310,2011,11,4,SON
2011-11-07,0N90E,29.19,209.59,311,2011,11,4,SON
2011-11-08,0N90E,29.15,190.24,312,2011,11,4,SON
2011-11-09,0N90E,29.28,309.07,313,2011,11,4,SON
2011-11-10,0N90E,29.35,294.16,314,2011,11,4,SON
2011-11-11,0N90E,29.51,296.79,315,2011,11,4,SON
2011-11-12,0N90E,29.83,300.83,316,2011,11,4,SON
2011-11-13,0N90E,30.14,280.75,317,2011,11,4,SON
2011-11-14,0N90E,30.06,274.74,318,2011,11,4,SON
2011-11-15,0N90E,30.07,269.82,319,2011,11,4,SON
2011-11-16,0N90E,29.98,278.75,320,2011,11,4,SON
2011-11-17,0N90E,29.79,297.21,321,2011,11,4,SON
2011-11-18,0N90E,29.89,299.71,322,2011,11,4,SON
2011-11-19,0N90E,30.17,303.52,323,2011,11,4,SON
2011-11-20,0N90E,30.01,250.65,324,2011,11,4,SON
2011-11-21,0N90E,30.11,278.49,325,2011,11,4,SON
2011-11-22,0N90E,30.12,272.17,326,2011,11,4,SON
2011-11-23,0N90E,29.91,251.65,327,2011,11,4,SON
2011-11-24,0N90E,30.04,276.92,328,2011,11,4,SON
2011-11-25,0N90E,29.89,272.08,329,2011,11,4,SON
2011-11-26,0N90E,29.6,121.1,330,2011,11,4,SON
2011-11-27,0N90E,29.49,115.27,331,2011,11,4,SON
2011-11-28,0N90E,29.55,265.04,332,2011,11,4,SON
2011-11-29,0N90E,29.32,49.82,333,2011,11,4,SON
2011-11-30,0N90E,29.28,134.12,334,2011,11,4,SON
2011-12-01,0N90E,29.27,138.85,335,2011,12,4,DJF
2011-12-02,0N90E,29.17,150.82,336,2011,12,4,DJF
2011-12-03,0N90E,29.21,262.31,337,2011,12,4,DJF
2011-12-04,0N90E,29.19,237.49,338,2011,12,4,DJF
2011-12-05,0N90E,29.21,292.18,339,2011,12,4,DJF
2011-12-06,0N90E,29.23,293.55,340,2011,12,4,DJF
2011-12-07,0N90E,29.45,264.54,341,2011,12,4,DJF
2011-12-08,0N90E,29.88,291.67,342,2011,12,4,DJF
2011-12-09,0N90E,29.63,258.74,343,2011,12,4,DJF
2011-12-10,0N90E,29.74,270.46,344,2011,12,4,DJF
2011-12-11,0N90E,29.83,229.46,345,2011,12,4,DJF
2011-12-12,0N90E,29.88,262.71,346,2011,12,4,DJF
2011-12-13,0N90E,29.46,175.11,347,2011,12,4,DJF
2011-12-14,0N90E,29.58,291.28,348,2011,12,4,DJF
2011-12-15,0N90E,29.51,209.83,349,2011,12,4,DJF
2011-12-16,0N90E,29.35,265.88,350,2011,12,4,DJF
2011-12-17,0N90E,29.3,162.38,351,2011,12,4,DJF
2011-12-18,0N90E,29.24,110.01,352,2011,12,4,DJF
2011-12-19,0N90E,29.28,94.57,353,2011,12,4,DJF
2011-12-20,0N90E,29.33,244.09,354,2011,12,4,DJF
2011-12-21,0N90E,29.57,237.97,355,2011,12,4,DJF
2011-12-22,0N90E,29.07,101.03,356,2011,12,4,DJF
2011-12-23,0N90E,28.97,27.83,357,2011,12,4,DJF
2011-12-24,0N90E,28.91,63.6,358,2011,12,4,DJF
2011-12-25,0N90E,28.87,198.9,359,2011,12,4,DJF
2011-12-26,0N90E,28.77,92.84,360,2011,12,4,DJF
2011-12-27,0N90E,28.69,216.9,361,2011,12,4,DJF
2011-12-28,0N90E,28.71,239.91,362,2011,12,4,DJF
2011-12-29,0N90E,28.77,269.59,363,2011,12,4,DJF
2011-12-30,0N90E,28.81,274.45,364,2011,12,4,DJF
2011-12-31,0N90E,28.86,288.07,365,2011,12,4,DJF
2012-01-01,0N90E,29.06,290.88,1,2012,1,1,DJF
2012-01-02,0N90E,28.95,292.14,2,2012,1,1,DJF
2012-01-03,0N90E,28.84,246.28,3,2012,1,1,DJF
2012-01-04,0N90E,29.35,306.06,4,2012,1,1,DJF
2012-01-05,0N90E,29.27,299.4,5,2012,1,1,DJF
2012-01-06,0N90E,29.05,291.11,6,2012,1,1,DJF
2012-01-07,0N90E,29.07,305.06,7,2012,1,1,DJF
2012-01-08,0N90E,29.0,295.39,8,2012,1,1,DJF
2012-01-09,0N90E,29.04,258.2,9,2012,1,1,DJF
2012-01-10,0N90E,28.9,93.82,10,2012,1,1,DJF
2012-01-11,0N90E,28.93,221.46,11,2012,1,1,DJF
2012-01-12,0N90E,28.94,271.49,12,2012,1,1,DJF
2012-01-13,0N90E,28.95,275.19,13,2012,1,1,DJF
2012-01-14,0N90E,28.99,244.66,14,2012,1,1,DJF
2012-01-15,0N90E,29.07,251.92,15,2012,1,1,DJF
2012-01-16,0N90E,29.04,227.79,16,2012,1,1,DJF
2012-01-17,0N90E,29.04,260.36,17,2012,1,1,DJF
2012-01-18,0N90E,28.92,285.33,18,2012,1,1,DJF
2012-01-19,0N90E,28.77,281.03,19,2012,1,1,DJF
2012-01-20,0N90E,28.68,295.37,20,2012,1,1,DJF
2012-01-21,0N90E,28.6,220.76,21,2012,1,1,DJF
2012-01-22,0N90E,28.69,212.36,22,2012,1,1,DJF
2012-01-23,0N90E,29.1,235.96,23,2012,1,1,DJF
2012-01-24,0N90E,29.13,253.62,24,2012,1,1,DJF
2012-01-25,0N90E,29.1,227.59,25,2012,1,1,DJF
2012-01-26,0N90E,29.1,230.09,26,2012,1,1,DJF
2012-01-27,0N90E,29.13,244.41,27,2012,1,1,DJF
2012-01-28,0N90E,29.15,241.19,28,2012,1,1,DJF
2012-01-29,0N90E,29.16,204.71,29,2012,1,1,DJF
2012-01-30,0N90E,29.09,277.22,30,2012,1,1,DJF
2012-01-31,0N90E,29.07,243.3,31,2012,1,1,DJF
2012-02-01,0N90E,28.96,150.31,32,2012,2,1,DJF
2012-02-02,0N90E,29.06,265.57,33,2012,2,1,DJF
2012-02-03,0N90E,29.54,300.31,34,2012,2,1,DJF
2012-02-04,0N90E,29.25,292.8,35,2012,2,1,DJF
2012-02-05,0N90E,29.11,239.48,36,2012,2,1,DJF
2012-02-06,0N90E,29.13,272.44,37,2012,2,1,DJF
2012-02-07,0N90E,29.06,123.65,38,2012,2,1,DJF
2012-02-08,0N90E,29.28,305.11,39,2012,2,1,DJF
2012-02-09,0N90E,29.63,316.87,40,2012,2,1,DJF
2012-02-10,0N90E,29.4,307.85,41,2012,2,1,DJF
2012-02-11,0N90E,29.59,310.39,42,2012,2,1,DJF
2012-02-12,0N90E,29.65,278.7,43,2012,2,1,DJF
2012-02-13,0N90E,29.44,257.09,44,2012,2,1,DJF
2012-02-14,0N90E,29.53,302.73,45,2012,2,1,DJF
2012-02-15,0N90E,29.31,138.58,46,2012,2,1,DJF
2012-02-16,0N90E,29.49,271.16,47,2012,2,1,DJF
2012-02-17,0N90E,29.51,294.52,48,2012,2,1,DJF
2012-02-18,0N90E,29.56,287.72,49,2012,2,1,DJF
2012-02-19,0N90E,29.57,287.67,50,2012,2,1,DJF
2012-02-20,0N90E,29.27,288.71500000000003,51,2012,2,1,DJF
2012-02-21,0N90E,29.52,289.76,52,2012,2,1,DJF
2012-02-22,0N90E,29.2,180.53,53,2012,2,1,DJF
2012-02-23,0N90E,29.15,125.55,54,2012,2,1,DJF
2012-02-24,0N90E,29.13,157.93,55,2012,2,1,DJF
2012-02-25,0N90E,29.14,152.72,56,2012,2,1,DJF
2012-02-26,0N90E,29.45,260.18,57,2012,2,1,DJF
2012-02-27,0N90E,29.31,301.28,58,2012,2,1,DJF
2012-02-28,0N90E,29.13,168.56,59,2012,2,1,DJF
2012-02-29,0N90E,29.03,164.77,60,2012,2,1,DJF
2012-03-01,0N90E,29.12,196.17,61,2012,3,1,MAM
2012-03-02,0N90E,29.23,263.46,62,2012,3,1,MAM
2012-03-03,0N90E,29.07,233.14,63,2012,3,1,MAM
2012-03-04,0N90E,29.19,225.25,64,2012,3,1,MAM
2012-03-05,0N90E,29.32,103.33,65,2012,3,1,MAM
2012-03-06,0N90E,29.22,110.97,66,2012,3,1,MAM
2012-03-07,0N90E,29.14,194.55,67,2012,3,1,MAM
2012-03-08,0N90E,29.09,258.56,68,2012,3,1,MAM
2012-03-09,0N90E,28.91,68.58,69,2012,3,1,MAM
2012-03-10,0N90E,29.05,145.43,70,2012,3,1,MAM
2012-03-11,0N90E,29.44,279.11,71,2012,3,1,MAM
2012-03-12,0N90E,29.45,246.5,72,2012,3,1,MAM
2012-03-13,0N90E,29.78,275.97,73,2012,3,1,MAM
2012-03-14,0N90E,29.84,272.34,74,2012,3,1,MAM
2012-03-15,0N90E,29.56,312.49,75,2012,3,1,MAM
2012-03-16,0N90E,29.5,270.45,76,2012,3,1,MAM
2012-03-17,0N90E,29.46,266.81,77,2012,3,1,MAM
2012-03-18,0N90E,29.48,303.79,78,2012,3,1,MAM
2012-03-19,0N90E,29.65,295.22,79,2012,3,1,MAM
2012-03-20,0N90E,29.97,305.48,80,2012,3,1,MAM
2012-03-21,0N90E,30.13,305.54,81,2012,3,1,MAM
2012-03-22,0N90E,30.04,248.47,82,2012,3,1,MAM
2012-03-23,0N90E,30.61,316.91,83,2012,3,1,MAM
2012-03-24,0N90E,30.45,306.47,84,2012,3,1,MAM
2012-03-25,0N90E,30.09,261.64,85,2012,3,1,MAM
2012-03-26,0N90E,29.84,260.39,86,2012,3,1,MAM
2012-03-27,0N90E,30.3,315.12,87,2012,3,1,MAM
2012-03-28,0N90E,30.31,312.21,88,2012,3,1,MAM
2012-03-29,0N90E,30.04,264.82,89,2012,3,1,MAM
2012-03-30,0N90E,29.66,85.87,90,2012,3,1,MAM
2012-03-31,0N90E,29.5,84.15,91,2012,3,1,MAM
2012-04-01,0N90E,29.77,255.02,92,2012,4,2,MAM
2012-04-02,0N90E,29.82,312.79,93,2012,4,2,MAM
2012-04-03,0N90E,29.97,303.94,94,2012,4,2,MAM
2012-04-04,0N90E,29.88,294.96,95,2012,4,2,MAM
2012-04-05,0N90E,30.18,307.9,96,2012,4,2,MAM
2012-04-06,0N90E,30.42,301.59,97,2012,4,2,MAM
2012-04-07,0N90E,30.6,296.0,98,2012,4,2,MAM
2012-04-08,0N90E,30.62,288.47,99,2012,4,2,MAM
2012-04-09,0N90E,30.44,242.86,100,2012,4,2,MAM
2012-04-10,0N90E,29.99,197.25,101,2012,4,2,MAM
2012-04-11,0N90E,30.33,310.36,102,2012,4,2,MAM
2012-04-12,0N90E,30.35,257.59,103,2012,4,2,MAM
2012-04-13,0N90E,30.37,310.02,104,2012,4,2,MAM
2012-04-14,0N90E,30.23,289.68,105,2012,4,2,MAM
2012-04-15,0N90E,30.6,280.0,106,2012,4,2,MAM
2012-04-16,0N90E,30.21,249.72,107,2012,4,2,MAM
2012-04-17,0N90E,29.9,218.2,108,2012,4,2,MAM
2012-04-18,0N90E,29.7,128.54,109,2012,4,2,MAM
2012-04-19,0N90E,29.6,187.88,110,2012,4,2,MAM
2012-04-20,0N90E,29.62,238.74,111,2012,4,2,MAM
2012-04-21,0N90E,29.93,251.17,112,2012,4,2,MAM
2012-04-22,0N90E,29.99,260.91,113,2012,4,2,MAM
2012-04-23,0N90E,30.2,246.18,114,2012,4,2,MAM
2012-04-24,0N90E,30.15,299.99,115,2012,4,2,MAM
2012-04-25,0N90E,30.09,284.09,116,2012,4,2,MAM
2012-04-26,0N90E,30.27,274.19,117,2012,4,2,MAM
2012-04-27,0N90E,30.05,292.81,118,2012,4,2,MAM
2012-04-28,0N90E,29.77,85.02,119,2012,4,2,MAM
2012-04-29,0N90E,30.08,251.12,120,2012,4,2,MAM
2012-04-30,0N90E,30.04,276.38,121,2012,4,2,MAM
2012-05-01,0N90E,30.04,287.38,122,2012,5,2,MAM
2012-05-02,0N90E,29.96,247.89,123,2012,5,2,MAM
2012-05-03,0N90E,30.17,303.69,124,2012,5,2,MAM
2012-05-04,0N90E,30.16,288.62,125,2012,5,2,MAM
2012-05-05,0N90E,30.37,290.84,126,2012,5,2,MAM
2012-05-06,0N90E,30.3,273.4,127,2012,5,2,MAM
2012-05-07,0N90E,30.02,207.48,128,2012,5,2,MAM
2012-05-08,0N90E,29.99,287.85,129,2012,5,2,MAM
2012-05-09,0N90E,30.05,272.2,130,2012,5,2,MAM
2012-05-10,0N90E,30.21,267.88,131,2012,5,2,MAM
2012-05-11,0N90E,29.96,261.9,132,2012,5,2,MAM
2012-05-12,0N90E,30.1,258.22,133,2012,5,2,MAM
2012-05-13,0N90E,30.27,263.8,134,2012,5,2,MAM
2012-05-14,0N90E,30.3,300.74,135,2012,5,2,MAM
2012-05-15,0N90E,30.18,267.19,136,2012,5,2,MAM
2012-05-16,0N90E,30.34,278.99,137,2012,5,2,MAM
2012-05-17,0N90E,30.41,244.71,138,2012,5,2,MAM
2012-05-18,0N90E,30.51,280.45,139,2012,5,2,MAM
2012-05-19,0N90E,30.47,239.01,140,2012,5,2,MAM
2012-05-20,0N90E,30.18,232.75,141,2012,5,2,MAM
2012-05-21,0N90E,29.95,38.02,142,2012,5,2,MAM
2012-05-22,0N90E,29.95,100.66,143,2012,5,2,MAM
2012-05-23,0N90E,30.12,268.46,144,2012,5,2,MAM
2012-05-24,0N90E,30.09,267.66,145,2012,5,2,MAM
2012-05-25,0N90E,30.04,243.64,146,2012,5,2,MAM
2012-05-26,0N90E,30.02,250.52,147,2012,5,2,MAM
2012-05-27,0N90E,30.01,239.77,148,2012,5,2,MAM
2012-05-28,0N90E,29.92,154.69,149,2012,5,2,MAM
2012-05-29,0N90E,29.89,223.34,150,2012,5,2,MAM
2012-05-30,0N90E,29.79,98.46,151,2012,5,2,MAM
2012-05-31,0N90E,29.75,174.4,152,2012,5,2,MAM
2012-06-01,0N90E,29.72,175.19,153,2012,6,2,JJA
2012-06-02,0N90E,29.78,253.39,154,2012,6,2,JJA
2012-06-03,0N90E,29.73,212.02,155,2012,6,2,JJA
2012-06-04,0N90E,29.74,241.96,156,2012,6,2,JJA
2012-06-05,0N90E,29.65,148.89,157,2012,6,2,JJA
2012-06-06,0N90E,29.65,231.97,158,2012,6,2,JJA
2012-06-07,0N90E,29.71,256.65,159,2012,6,2,JJA
2012-06-08,0N90E,29.56,178.32,160,2012,6,2,JJA
2012-06-09,0N90E,29.51,150.3,161,2012,6,2,JJA
2012-06-10,0N90E,29.46,147.25,162,2012,6,2,JJA
2012-06-11,0N90E,29.47,266.49,163,2012,6,2,JJA
2012-06-12,0N90E,29.42,271.93,164,2012,6,2,JJA
2012-06-13,0N90E,29.47,269.64,165,2012,6,2,JJA
2012-06-14,0N90E,29.55,273.89,166,2012,6,2,JJA
2012-06-15,0N90E,29.66,278.36,167,2012,6,2,JJA
2012-06-16,0N90E,29.83,283.86,168,2012,6,2,JJA
2012-06-17,0N90E,29.57,261.03,169,2012,6,2,JJA
2012-06-18,0N90E,29.77,248.81,170,2012,6,2,JJA
2012-06-19,0N90E,29.48,186.89,171,2012,6,2,JJA
2012-06-20,0N90E,29.34,186.89,172,2012,6,2,JJA
2012-06-21,0N90E,29.52,218.73,173,2012,6,2,JJA
2012-06-22,0N90E,29.96,274.31,174,2012,6,2,JJA
2012-06-23,0N90E,30.06,280.35,175,2012,6,2,JJA
2012-06-24,0N90E,29.77,284.08,176,2012,6,2,JJA
2012-06-25,0N90E,29.81,272.76,177,2012,6,2,JJA
2012-06-26,0N90E,29.96,253.26,178,2012,6,2,JJA
2012-06-27,0N90E,29.82,136.04,179,2012,6,2,JJA
2012-06-28,0N90E,29.76,269.16,180,2012,6,2,JJA
2012-06-29,0N90E,29.86,261.07,181,2012,6,2,JJA
2012-06-30,0N90E,29.76,219.67,182,2012,6,2,JJA
2012-07-01,0N90E,29.61,62.96,183,2012,7,3,JJA
2012-07-02,0N90E,29.59,130.34,184,2012,7,3,JJA
2012-07-03,0N90E,29.71,183.89,185,2012,7,3,JJA
2012-07-04,0N90E,29.42,126.7,186,2012,7,3,JJA
2012-07-05,0N90E,29.64,225.42,187,2012,7,3,JJA
2012-07-06,0N90E,29.55,176.76,188,2012,7,3,JJA
2012-07-07,0N90E,29.56,198.69,189,2012,7,3,JJA
2012-07-08,0N90E,29.43,154.11,190,2012,7,3,JJA
2012-07-09,0N90E,29.37,223.35,191,2012,7,3,JJA
2012-07-10,0N90E,29.36,195.36,192,2012,7,3,JJA
2012-07-11,0N90E,29.38,247.36,193,2012,7,3,JJA
2012-07-12,0N90E,29.38,212.87,194,2012,7,3,JJA
2012-07-13,0N90E,29.32,252.49,195,2012,7,3,JJA
2012-07-14,0N90E,29.34,229.2,196,2012,7,3,JJA
2012-07-15,0N90E,29.44,244.48,197,2012,7,3,JJA
2012-07-16,0N90E,29.31,156.58,198,2012,7,3,JJA
2012-07-17,0N90E,29.28,178.19,199,2012,7,3,JJA
2012-07-18,0N90E,29.44,248.75,200,2012,7,3,JJA
2012-07-19,0N90E,29.75,247.4,201,2012,7,3,JJA
2012-07-20,0N90E,29.33,82.86,202,2012,7,3,JJA
2012-07-21,0N90E,29.13,105.24,203,2012,7,3,JJA
2012-07-22,0N90E,29.04,104.66,204,2012,7,3,JJA
2012-07-23,0N90E,28.87,44.38,205,2012,7,3,JJA
2012-07-24,0N90E,29.04,243.07,206,2012,7,3,JJA
2012-07-25,0N90E,29.24,247.71,207,2012,7,3,JJA
2012-07-26,0N90E,29.22,256.98,208,2012,7,3,JJA
2012-07-27,0N90E,29.3,274.5,209,2012,7,3,JJA
2012-07-28,0N90E,29.27,286.17,210,2012,7,3,JJA
2012-07-29,0N90E,29.32,270.13,211,2012,7,3,JJA
2012-07-30,0N90E,29.31,137.36,212,2012,7,3,JJA
2012-07-31,0N90E,29.29,209.51,213,2012,7,3,JJA
2012-08-01,0N90E,29.22,229.58,214,2012,8,3,JJA
2012-08-02,0N90E,29.16,249.35,215,2012,8,3,JJA
2012-08-03,0N90E,29.2,283.51,216,2012,8,3,JJA
2012-08-04,0N90E,29.25,283.0,217,2012,8,3,JJA
2012-08-05,0N90E,29.27,285.73,218,2012,8,3,JJA
2012-08-06,0N90E,29.26,284.71,219,2012,8,3,JJA
2012-08-07,0N90E,29.4,265.81,220,2012,8,3,JJA
2012-08-08,0N90E,29.29,259.79,221,2012,8,3,JJA
2012-08-09,0N90E,29.23,150.18,222,2012,8,3,JJA
2012-08-10,0N90E,29.22,159.39,223,2012,8,3,JJA
2012-08-11,0N90E,29.38,285.81,224,2012,8,3,JJA
2012-08-12,0N90E,29.48,262.42,225,2012,8,3,JJA
2012-08-13,0N90E,29.38,227.89,226,2012,8,3,JJA
2012-08-14,0N90E,29.37,267.37,227,2012,8,3,JJA
2012-08-15,0N90E,29.32,214.33,228,2012,8,3,JJA
2012-08-16,0N90E,29.29,52.41,229,2012,8,3,JJA
2012-08-17,0N90E,29.37,252.93,230,2012,8,3,JJA
2012-08-18,0N90E,29.17,178.79,231,2012,8,3,JJA
2012-08-19,0N90E,29.18,162.15,232,2012,8,3,JJA
2012-08-20,0N90E,29.18,149.3,233,2012,8,3,JJA
2012-08-21,0N90E,29.27,159.65,234,2012,8,3,JJA
2012-08-22,0N90E,29.3,261.55,235,2012,8,3,JJA
2012-08-23,0N90E,29.19,59.18,236,2012,8,3,JJA
2012-08-24,0N90E,29.49,270.9,237,2012,8,3,JJA
2012-08-25,0N90E,29.26,246.4,238,2012,8,3,JJA
2012-08-26,0N90E,29.16,63.81,239,2012,8,3,JJA
2012-08-27,0N90E,29.07,116.18,240,2012,8,3,JJA
2012-08-28,0N90E,28.94,201.59,241,2012,8,3,JJA
2012-08-29,0N90E,28.86,254.88,242,2012,8,3,JJA
2012-08-30,0N90E,29.03,293.64,243,2012,8,3,JJA
2012-08-31,0N90E,29.24,280.76,244,2012,8,3,JJA
2012-09-01,0N90E,29.22,285.54,245,2012,9,3,SON
2012-09-02,0N90E,29.17,284.45,246,2012,9,3,SON
2012-09-03,0N90E,29.01,173.0,247,2012,9,3,SON
2012-09-04,0N90E,28.89,82.18,248,2012,9,3,SON
2012-09-05,0N90E,28.84,173.5,249,2012,9,3,SON
2012-09-06,0N90E,29.0,295.46,250,2012,9,3,SON
2012-09-07,0N90E,28.97,223.53,251,2012,9,3,SON
2012-09-08,0N90E,28.96,145.99,252,2012,9,3,SON
2012-09-09,0N90E,29.17,280.87,253,2012,9,3,SON
2012-09-10,0N90E,29.29,288.19,254,2012,9,3,SON
2012-09-11,0N90E,29.01,75.19,255,2012,9,3,SON
2012-09-12,0N90E,29.08,225.62,256,2012,9,3,SON
2012-09-13,0N90E,29.04,252.06,257,2012,9,3,SON
2012-09-14,0N90E,29.03,229.77,258,2012,9,3,SON
2012-09-15,0N90E,29.0,297.68,259,2012,9,3,SON
2012-09-16,0N90E,29.09,288.08,260,2012,9,3,SON
2012-09-17,0N90E,29.16,238.0,261,2012,9,3,SON
2012-09-18,0N90E,29.39,299.87,262,2012,9,3,SON
2012-09-19,0N90E,29.75,294.92,263,2012,9,3,SON
2012-09-20,0N90E,29.41,216.35,264,2012,9,3,SON
2012-09-21,0N90E,29.35,297.78,265,2012,9,3,SON
2012-09-22,0N90E,29.2,146.61,266,2012,9,3,SON
2012-09-23,0N90E,29.16,150.12,267,2012,9,3,SON
2012-09-24,0N90E,29.29,280.91,268,2012,9,3,SON
2012-09-25,0N90E,29.2,219.76,269,2012,9,3,SON
2012-09-26,0N90E,29.13,239.33,270,2012,9,3,SON
2012-09-27,0N90E,29.23,312.8,271,2012,9,3,SON
2012-09-28,0N90E,29.22,217.7,272,2012,9,3,SON
2012-09-29,0N90E,29.26,300.07,273,2012,9,3,SON
2012-09-30,0N90E,29.27,242.55,274,2012,9,3,SON
2012-10-01,0N90E,29.62,311.48,275,2012,10,4,SON
2012-10-02,0N90E,29.74,294.28,276,2012,10,4,SON
2012-10-03,0N90E,29.66,284.95,277,2012,10,4,SON
2012-10-04,0N90E,29.78,292.62,278,2012,10,4,SON
2012-10-05,0N90E,29.93,314.56,279,2012,10,4,SON
2012-10-06,0N90E,29.95,313.32,280,2012,10,4,SON
2012-10-07,0N90E,29.54,211.14,281,2012,10,4,SON
2012-10-08,0N90E,29.53,306.45,282,2012,10,4,SON
2012-10-09,0N90E,29.58,316.43,283,2012,10,4,SON
2012-10-10,0N90E,29.48,295.58,284,2012,10,4,SON
2012-10-11,0N90E,29.58,192.45,285,2012,10,4,SON
2012-10-12,0N90E,29.58,209.58,286,2012,10,4,SON
2012-10-13,0N90E,29.52,294.53,287,2012,10,4,SON
2012-10-14,0N90E,29.38,249.16,288,2012,10,4,SON
2012-10-15,0N90E,29.29,213.59,289,2012,10,4,SON
2012-10-16,0N90E,29.34,208.43,290,2012,10,4,SON
2012-10-17,0N90E,29.1,97.58,291,2012,10,4,SON
