Date,Year,Month,Day,RH
2016-03-26,2016,3,26,5
2016-03-27,2016,3,27,5
2016-03-28,2016,3,28,5
2016-03-29,2016,3,29,5
2016-03-30,2016,3,30,5
2016-03-31,2016,3,31,5
2016-04-01,2016,4,1,5
2016-04-02,2016,4,2,5
2016-04-03,2016,4,3,5
2016-04-04,2016,4,4,5
2016-04-05,2016,4,5,5
2016-04-06,2016,4,6,5
2016-04-07,2016,4,7,5
2016-04-08,2016,4,8,5
2016-04-09,2016,4,9,5
2016-04-10,2016,4,10,5
2016-04-11,2016,4,11,5
2016-04-12,2016,4,12,5
2016-04-13,2016,4,13,5
2016-04-14,2016,4,14,5
2016-04-15,2016,4,15,5
2016-04-16,2016,4,16,5
2016-04-17,2016,4,17,5
2016-04-18,2016,4,18,5
2016-04-19,2016,4,19,5
2016-04-20,2016,4,20,5
2016-04-21,2016,4,21,5
2016-04-22,2016,4,22,5
2016-04-23,2016,4,23,5
2016-04-24,2016,4,24,5
2016-04-25,2016,4,25,5
2016-04-26,2016,4,26,5
2016-04-27,2016,4,27,5
2016-04-28,2016,4,28,5
2016-04-29,2016,4,29,5
2016-04-30,2016,4,30,5
2016-05-01,2016,5,1,5
2016-05-02,2016,5,2,5
2016-05-03,2016,5,3,5
2016-05-04,2016,5,4,5
2016-05-05,2016,5,5,5
2016-05-06,2016,5,6,5
2016-05-07,2016,5,7,5
2017-03-05,2017,3,5,1
2017-03-06,2017,3,6,1
2017-03-07,2017,3,7,1
2017-03-08,2017,3,8,1
2018-06-04,2018,6,4,1
2018-06-05,2018,6,5,1
2018-06-06,2018,6,6,1
2018-06-07,2018,6,7,1
2018-06-08,2018,6,8,1
2018-06-09,2018,6,9,1
2018-06-10,2018,6,10,1
2018-06-11,2018,6,11,1
2018-06-12,2018,6,12,1
2018-06-13,2018,6,13,1
2018-06-14,2018,6,14,1
2018-06-15,2018,6,15,1
2018-06-16,2018,6,16,1
2018-06-17,2018,6,17,1
2018-06-18,2018,6,18,1
2018-06-19,2018,6,19,1
2018-06-20,2018,6,20,1
2018-06-21,2018,6,21,1
2018-06-22,2018,6,22,1
2018-06-23,2018,6,23,1
2018-06-24,2018,6,24,1
2018-06-25,2018,6,25,1
2018-06-26,2018,6,26,1
2018-06-27,2018,6,27,1
2018-06-28,2018,6,28,1
2018-06-29,2018,6,29,1
2018-06-30,2018,6,30,1
2018-07-01,2018,7,1,1
2018-07-02,2018,7,2,1
2018-07-03,2018,7,3,1
2018-07-04,2018,7,4,1
2018-07-05,2018,7,5,1
2018-07-06,2018,7,6,1
2018-07-07,2018,7,7,1
2018-07-08,2018,7,8,1
2018-07-09,2018,7,9,1
2018-07-10,2018,7,10,1
2018-07-11,2018,7,11,1
2018-07-12,2018,7,12,1
2018-07-13,2018,7,13,1
2018-07-14,2018,7,14,1
2018-07-15,2018,7,15,1
2018-07-16,2018,7,16,1
2018-07-17,2018,7,17,1
2018-07-18,2018,7,18,1
2018-07-19,2018,7,19,1
2018-07-20,2018,7,20,1
2018-07-21,2018,7,21,1
2018-07-22,2018,7,22,1
2018-07-23,2018,7,23,1
2018-07-24,2018,7,24,1
2018-07-25,2018,7,25,1
2018-07-26,2018,7,26,1
2018-07-27,2018,7,27,1
2018-07-28,2018,7,28,1
2018-07-29,2018,7,29,1
2018-07-30,2018,7,30,1
2018-07-31,2018,7,31,1
